NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	Details ...	15	0.5909331	1.5402408	0.0	1.0	0.606	618	tags=33%, list=4%, signal=35%	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	Details ...	15	0.5909331	1.5402408	0.0	0.8061732	0.606	618	tags=33%, list=4%, signal=35%	
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	Details ...	34	0.4562265	1.4092613	0.0	1.0	0.901	1597	tags=29%, list=10%, signal=32%	
KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	Details ...	33	0.4574316	1.3910656	0.0	1.0	0.901	1597	tags=30%, list=10%, signal=33%	
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	Details ...	19	0.41922686	1.3809887	0.0	1.0	0.959	881	tags=16%, list=5%, signal=17%	
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY	Details ...	19	0.41922686	1.3809887	0.0	0.9936749	0.959	881	tags=16%, list=5%, signal=17%	
KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119	Details ...	24	0.36155418	1.3782624	0.0	0.873124	0.959	1567	tags=21%, list=9%, signal=23%	
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	Details ...	28	0.43171817	1.329222	0.0	1.0	1.0	3291	tags=36%, list=20%, signal=45%	
KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	Details ...	23	0.4078775	1.3274664	0.092156865	0.9440558	1.0	1513	tags=17%, list=9%, signal=19%	
KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119	KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119	Details ...	35	0.35432476	1.324155	0.0	0.8857621	1.0	2280	tags=23%, list=14%, signal=26%	
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	Details ...	19	0.5129859	1.3225136	0.0	0.8154649	1.0	3923	tags=47%, list=24%, signal=62%	
KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY	Details ...	15	0.550342	1.307836	0.0	0.84631747	1.0	881	tags=20%, list=5%, signal=21%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT	Details ...	33	0.40788695	1.2998469	0.0	0.83900833	1.0	3500	tags=36%, list=21%, signal=46%	
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	Details ...	16	0.4884478	1.2988465	0.088709675	0.7878877	1.0	3923	tags=44%, list=24%, signal=57%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	Details ...	19	0.516934	1.2903978	0.08730159	0.7669854	1.0	3923	tags=47%, list=24%, signal=62%	
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT	Details ...	31	0.39348966	1.2884076	0.0	0.7278562	1.0	3500	tags=35%, list=21%, signal=45%	
KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY	Details ...	17	0.53367865	1.2861294	0.18350515	0.70044947	1.0	4034	tags=53%, list=24%, signal=70%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	Details ...	16	0.48614538	1.2743274	0.088709675	0.72200173	1.0	3923	tags=44%, list=24%, signal=57%	
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	Details ...	17	0.4928228	1.2603278	0.08888889	0.7443287	1.0	3923	tags=41%, list=24%, signal=54%	
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	Details ...	17	0.4292786	1.2597371	0.0	0.71163875	1.0	3268	tags=29%, list=20%, signal=37%	
