"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0005615"	"GO:0005615"	"extracellular space"	672	-0.334927239961205	-1.48697983418853	0.000100060036021613	0.000100060036021613	0.0197361132975343	923	"tags=25%, list=20%, signal=24%"	"WNT7A/SORL1/COL27A1/CXCR4/EPO/C3/PROM2/CRISPLD2/BASP1/GSTO1/PMEL/KLK6/CPNE7/TSPO/SERPING1/ALDH3B1/KALRN/PLAU/SEMA6B/ENTPD2/TNFAIP3/CEL/PSCA/RAB17/MTMR11/IGKC/GDF5/TMC5/RAPGEF3/TSKU/NDRG2/COL16A1/COL7A1/TFRC/MGAT4A/CGA/CMTM7/COLEC12/THBD/CLU/ANGPT4/COL18A1/SCARB1/GPRC5B/A2ML1/SERPINB9/MVB12B/VPS37D/FJX1/ECM1/NDRG1/SNCG/AKR1B1/APOL1/LIF/WNT10B/OLFM4/GGT3P/TNFSF10/GREB1/AGT/RENBP/CEACAM1/CD19/HPSE2/JADE2/MYH3/SEMA3G/AQP1/DPP7/SLC5A10/SULF2/LRRC32/PGC/DPEP1/OLFML1/SLC12A3/INHA/RYR1/TIMP4/PRSS22/ALPL/SERPINE1/NRN1L/NPPB/GDF15/FBP2/CSH2/TMPRSS2/ADGRG2/EBI3/ANPEP/HAPLN3/TNFAIP2/LDHC/CSF1/LTBP2/MDGA1/COL17A1/SEMA6D/SLC6A19/S100A4/ATP6V0A4/GPRC5C/MXRA5/COLQ/VWF/COL8A2/GH2/PTGIS/CCL28/FGF1/ENDOU/ANO1/IL32/CSH1/MMRN2/HBZ/EHD2/MIR1249/ITGAM/SAA2/COL9A2/SLC22A11/LEP/TGM2/DES/CRTAC1/CRYAB/LIFR/APOA2/APLN/GPRC5A/KRT9/FRMD7/TMPRSS4/KRT24/UMODL1/AXL/PCSK9/ACTG2/SFTPD/CD53/TMEM52B/SLC15A2/TFF1/MSMB/SEMA6A/ARSF/LIPG/SAA1/CD22/STC1/COL2A1/DDC/ATP2B2/HP/C1QTNF1/IL6/S100A9/EDN2/MME/FLT1/RNASE7/ITLN1/CLEC18B/ZG16/TG/ARHGDIB/IGFBPL1"
"GO:0009986"	"GO:0009986"	"cell surface"	186	-0.427027553295721	-1.78699893323741	0.000105285323225942	0.000105285323225942	0.0197361132975343	957	"tags=38%, list=21%, signal=31%"	"SDC1/PDGFRB/PICALM/HEG1/WNT7A/SORL1/CXCR4/EPO/C3/AJAP1/PROM2/STAB2/LRFN1/PLAU/CACNG4/TFR2/IGKC/NOTCH3/TFRC/ADGRA2/ALPP/THBD/CLU/IL27RA/SCARB1/HYAL4/GPRC5B/IL2RB/CSF2RB/TNS1/RAMP2/TRPV2/CEACAM1/CD19/SULF2/SLC1A3/LRRC32/HAVCR2/ITGB6/ADGRG2/EBI3/ANPEP/ACKR3/HAVCR1/IL21R/PTGFRN/LRFN4/CLEC7A/TREML2/CDH5/ITGAM/SLC6A2/SLC22A11/IL6R/CRYAB/LIFR/UMODL1/AXL/PCSK9/CD53/LY6D/IL1R1/LIPG/CD22/ANTXR1/EPHA2/SCN5A/MME/MRGPRX1/LY9"
"GO:0030312"	"GO:0030312"	"external encapsulating structure"	111	-0.489096581890487	-1.94808837081481	0.000110778774786751	0.000110778774786751	0.0197361132975343	964	"tags=43%, list=21%, signal=35%"	"COL6A3/SERPINB6/WNT7A/COL27A1/CXCR4/CRISPLD2/SERPING1/ENTPD2/COL16A1/COL7A1/COLEC12/CLU/ANGPT4/COL18A1/MFAP2/SERPINB9/ECM1/SBSPON/ADAM19/ITIH5/CCDC80/NAV2/AGT/HPSE2/P3H2/LRRC32/ANXA8/TIMP4/ECM2/ALPL/SERPINE1/GDF15/LTBP2/COL17A1/S100A4/MXRA5/COLQ/VWF/COL8A2/FGF1/MMRN2/COL9A2/TGM2/COL2A1/S100A9/ZG16/VIT/IGFBPL1"
"GO:0031012"	"GO:0031012"	"extracellular matrix"	111	-0.489096581890487	-1.94808837081481	0.000110778774786751	0.000110778774786751	0.0197361132975343	964	"tags=43%, list=21%, signal=35%"	"COL6A3/SERPINB6/WNT7A/COL27A1/CXCR4/CRISPLD2/SERPING1/ENTPD2/COL16A1/COL7A1/COLEC12/CLU/ANGPT4/COL18A1/MFAP2/SERPINB9/ECM1/SBSPON/ADAM19/ITIH5/CCDC80/NAV2/AGT/HPSE2/P3H2/LRRC32/ANXA8/TIMP4/ECM2/ALPL/SERPINE1/GDF15/LTBP2/COL17A1/S100A4/MXRA5/COLQ/VWF/COL8A2/FGF1/MMRN2/COL9A2/TGM2/COL2A1/S100A9/ZG16/VIT/IGFBPL1"
"GO:0062023"	"GO:0062023"	"collagen-containing extracellular matrix"	89	-0.520473180480068	-2.01317493220055	0.000228414801279123	0.000228414801279123	0.0325551200980981	745	"tags=40%, list=16%, signal=35%"	"SERPING1/ENTPD2/COL16A1/COL7A1/CLU/ANGPT4/COL18A1/MFAP2/SERPINB9/ECM1/SBSPON/ADAM19/ITIH5/CCDC80/NAV2/AGT/P3H2/ANXA8/ECM2/SERPINE1/GDF15/LTBP2/COL17A1/S100A4/MXRA5/COLQ/VWF/COL8A2/MMRN2/COL9A2/TGM2/COL2A1/S100A9/ZG16/VIT/IGFBPL1"
"GO:0098797"	"GO:0098797"	"plasma membrane protein complex"	108	-0.461077383648881	-1.82971650686479	0.000333370374486054	0.000333370374486054	0.0361806198536475	830	"tags=35%, list=18%, signal=30%"	"CDHR3/CACNG4/TFR2/GRIN2C/GABBR2/TFRC/GJA5/CACNG6/IL2RB/APBB1IP/CSF2RB/CASP10/KCNAB2/RAMP2/INHA/RYR1/ITGB6/PDE4D/KCNJ5/KCNQ2/CACNA1I/KCNJ4/CDH5/IL18R1/ITGAM/IL6R/SORBS1/GRIK4/KCNS1/CATSPERD/CACNA1E/GJB6/CACNA1D/SHISA9/SCN5A/IL6/CACNA2D3/ATP1A2"
"GO:0005581"	"GO:0005581"	"collagen trimer"	20	-0.689252602666955	-2.00902598887676	0.000423549343498518	0.000423549343498518	0.0361806198536475	964	"tags=70%, list=21%, signal=55%"	"COL6A3/COL27A1/COL16A1/COL7A1/SCARA3/COLEC12/COL18A1/COL17A1/COLQ/COL8A2/COL9A2/SFTPD/COL2A1/C1QTNF1"
"GO:0005891"	"GO:0005891"	"voltage-gated calcium channel complex"	12	-0.765637703869376	-1.96564906632848	0.000456760048721072	0.000456760048721072	0.0361806198536475	824	"tags=83%, list=18%, signal=69%"	"CACNG4/CACNG6/RYR1/PDE4D/CACNA1I/CATSPERD/CACNA1E/CACNA1D/SCN5A/CACNA2D3"
"GO:0043235"	"GO:0043235"	"receptor complex"	90	-0.461197147995772	-1.78528056151675	0.000456933973040896	0.000456933973040896	0.0361806198536475	824	"tags=36%, list=18%, signal=30%"	"CACNG4/PLXDC1/TFR2/GRIN2C/SMAD3/GABBR2/NOTCH3/TFRC/IL27RA/GPRC5B/IL2RB/APBB1IP/CSF2RB/RAMP2/GPR37L1/ITGB6/EBI3/GPRC5C/IL18R1/ITGAM/IL6R/LIFR/GPRC5A/AXL/GRIK4/ERBB4/OLR1/EPHA2/SHISA9/IL6/FLT1/ITLN1"
"GO:0016324"	"GO:0016324"	"apical plasma membrane"	90	-0.454974207297412	-1.7611917415565	0.000913867946081791	0.000913867946081791	0.0651251157365655	541	"tags=26%, list=12%, signal=23%"	"CEACAM1/AQP1/DPEP1/SLC12A3/ADGRG2/PDE4D/SLC6A19/ATP6V0A4/ANO1/PLB1/SLC22A11/IL6R/SHROOM4/SLC4A5/SLC15A2/SLC4A8/NPC1L1/GJB6/STC1/SLCO2B1/ATP2B2/CYP4F2/VANGL2"
