NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_ACTIN_FILAMENT_BUNDLE	GOCC_ACTIN_FILAMENT_BUNDLE	Details ...	68	-0.5454189	-2.1190872	0.0	0.011925075	0.008	3057	tags=43%, list=15%, signal=50%	
GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	Details ...	15	-0.7241696	-1.9976752	0.0	0.025208509	0.034	4062	tags=67%, list=20%, signal=83%	
GOCC_ACTOMYOSIN	GOCC_ACTOMYOSIN	Details ...	66	-0.49321264	-1.935237	0.0	0.037570685	0.072	3057	tags=39%, list=15%, signal=46%	
GOCC_I_BAND	GOCC_I_BAND	Details ...	125	-0.44994372	-1.9236166	0.0	0.033781126	0.086	2848	tags=34%, list=14%, signal=40%	
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME	Details ...	109	-0.4410961	-1.8753126	0.0	0.04580238	0.141	8307	tags=62%, list=40%, signal=103%	
GOCC_CATALYTIC_STEP_2_SPLICEOSOME	GOCC_CATALYTIC_STEP_2_SPLICEOSOME	Details ...	89	-0.46098745	-1.8556213	0.0	0.04661345	0.168	6669	tags=54%, list=32%, signal=79%	
GOCC_BLOOD_MICROPARTICLE	GOCC_BLOOD_MICROPARTICLE	Details ...	68	-0.4759919	-1.8498399	0.0025510204	0.04374784	0.184	2731	tags=31%, list=13%, signal=35%	
GOCC_A_BAND	GOCC_A_BAND	Details ...	26	-0.58950573	-1.8395269	0.0	0.042381614	0.203	2420	tags=42%, list=12%, signal=48%	
GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX	GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX	Details ...	70	-0.46816614	-1.8319899	0.0	0.041792523	0.222	4923	tags=41%, list=24%, signal=54%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	Details ...	278	-0.37657407	-1.7995021	0.0	0.05165204	0.29	3156	tags=30%, list=15%, signal=35%	
GOCC_P_BODY	GOCC_P_BODY	Details ...	96	-0.4296457	-1.7994002	0.0	0.04710164	0.291	5163	tags=46%, list=25%, signal=61%	
GOCC_CONTRACTILE_FIBER	GOCC_CONTRACTILE_FIBER	Details ...	201	-0.3865497	-1.7711095	0.0	0.05698638	0.363	2923	tags=31%, list=14%, signal=36%	
GOCC_90S_PRERIBOSOME	GOCC_90S_PRERIBOSOME	Details ...	29	-0.55125946	-1.7667166	0.006880734	0.053856548	0.369	7529	tags=76%, list=36%, signal=119%	
GOCC_SARCOLEMMA	GOCC_SARCOLEMMA	Details ...	119	-0.40592182	-1.7560468	0.0	0.056188487	0.408	2830	tags=32%, list=14%, signal=37%	
GOCC_SPLICEOSOMAL_COMPLEX	GOCC_SPLICEOSOMAL_COMPLEX	Details ...	193	-0.383999	-1.7407539	0.0	0.06170918	0.459	7436	tags=54%, list=36%, signal=83%	
GOCC_INO80_TYPE_COMPLEX	GOCC_INO80_TYPE_COMPLEX	Details ...	26	-0.5588749	-1.7382905	0.008714597	0.058787227	0.465	6568	tags=62%, list=32%, signal=90%	
GOCC_HISTONE_DEACETYLASE_COMPLEX	GOCC_HISTONE_DEACETYLASE_COMPLEX	Details ...	82	-0.42766553	-1.7380586	0.0	0.055588763	0.466	7650	tags=66%, list=37%, signal=104%	
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	Details ...	90	-0.42045355	-1.7350669	0.0025	0.05413313	0.478	6126	tags=50%, list=30%, signal=71%	
GOCC_MLL1_2_COMPLEX	GOCC_MLL1_2_COMPLEX	Details ...	32	-0.52246296	-1.7324795	0.0023584906	0.052495193	0.488	8352	tags=78%, list=40%, signal=131%	
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	Details ...	354	-0.3473209	-1.730525	0.0	0.050796807	0.497	2399	tags=25%, list=12%, signal=27%	
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX		42	-0.48786932	-1.7295169	0.004705882	0.048793074	0.5	6568	tags=67%, list=32%, signal=97%	
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX		226	-0.37008062	-1.7277482	0.0	0.047250774	0.504	3882	tags=30%, list=19%, signal=37%	
GOCC_RNAI_EFFECTOR_COMPLEX	GOCC_RNAI_EFFECTOR_COMPLEX		95	-0.41220722	-1.726338	0.002570694	0.045697793	0.508	2904	tags=25%, list=14%, signal=29%	
GOCC_TRANSCRIPTION_REGULATOR_COMPLEX	GOCC_TRANSCRIPTION_REGULATOR_COMPLEX		436	-0.34201577	-1.7124273	0.0	0.05023978	0.553	3553	tags=27%, list=17%, signal=32%	
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME		74	-0.42820653	-1.7081608	0.0	0.050366703	0.574	8548	tags=68%, list=41%, signal=114%	
GOCC_COPI_COATED_VESICLE_MEMBRANE	GOCC_COPI_COATED_VESICLE_MEMBRANE		17	-0.60144573	-1.6943241	0.01635514	0.05563193	0.627	6741	tags=71%, list=32%, signal=104%	
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX		28	-0.51853096	-1.6826452	0.011441648	0.059936926	0.669	6568	tags=68%, list=32%, signal=99%	
GOCC_PROTEIN_LIPID_COMPLEX	GOCC_PROTEIN_LIPID_COMPLEX		29	-0.5060672	-1.6475117	0.00952381	0.07815923	0.784	4338	tags=45%, list=21%, signal=57%	
GOCC_ACTIN_FILAMENT	GOCC_ACTIN_FILAMENT		106	-0.38922757	-1.6353785	0.0	0.08175192	0.808	3941	tags=36%, list=19%, signal=44%	
GOCC_NBAF_COMPLEX	GOCC_NBAF_COMPLEX		15	-0.59457403	-1.6189805	0.027027028	0.089706145	0.845	4688	tags=67%, list=23%, signal=86%	
GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX	GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX		89	-0.40424278	-1.6173956	0.0	0.087794654	0.847	6641	tags=44%, list=32%, signal=64%	
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX		61	-0.41742828	-1.6099523	0.0049875313	0.08968995	0.859	6568	tags=54%, list=32%, signal=79%	
