NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_AXONEMAL_MICROTUBULE	GOCC_AXONEMAL_MICROTUBULE	Details ...	36	0.5475829	1.785257	0.0034904014	0.2334414	0.295	4877	tags=56%, list=23%, signal=72%	
GOCC_CELL_CORTEX_REGION	GOCC_CELL_CORTEX_REGION	Details ...	31	0.5214841	1.6563699	0.019366197	0.48795253	0.771	3375	tags=32%, list=16%, signal=38%	
GOCC_DYNEIN_COMPLEX	GOCC_DYNEIN_COMPLEX	Details ...	48	0.4558438	1.5681026	0.017064847	0.7381482	0.966	4300	tags=33%, list=21%, signal=42%	
GOCC_CYTOPLASMIC_REGION	GOCC_CYTOPLASMIC_REGION	Details ...	245	0.35265553	1.5656354	0.0	0.56661236	0.968	5147	tags=36%, list=25%, signal=47%	
GOCC_CILIARY_PLASM	GOCC_CILIARY_PLASM	Details ...	137	0.37568578	1.558386	0.001545595	0.48567423	0.975	4954	tags=37%, list=24%, signal=49%	
GOCC_CYTOPLASMIC_MICROTUBULE	GOCC_CYTOPLASMIC_MICROTUBULE	Details ...	95	0.38773754	1.5419344	0.010016695	0.46632335	0.985	6403	tags=45%, list=31%, signal=65%	
GOCC_SPERM_PRINCIPAL_PIECE	GOCC_SPERM_PRINCIPAL_PIECE	Details ...	26	0.50033	1.5212429	0.024734983	0.47544628	0.993	2816	tags=35%, list=14%, signal=40%	
GOCC_MICROTUBULE_PLUS_END	GOCC_MICROTUBULE_PLUS_END	Details ...	24	0.4821949	1.460495	0.057040997	0.6718872	1.0	934	tags=13%, list=4%, signal=13%	
GOCC_TRAPP_COMPLEX	GOCC_TRAPP_COMPLEX	Details ...	16	0.5408931	1.4454501	0.06428572	0.66374326	1.0	7754	tags=75%, list=37%, signal=120%	
GOCC_LYSOSOMAL_LUMEN	GOCC_LYSOSOMAL_LUMEN	Details ...	73	0.37920856	1.4424269	0.04071661	0.6115209	1.0	3628	tags=29%, list=17%, signal=35%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	Details ...	18	0.51141304	1.4372888	0.06751825	0.57777506	1.0	2308	tags=28%, list=11%, signal=31%	
