NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	Details ...	15	0.48828095	1.7202407	0.0	1.0	0.332	1386	tags=27%, list=7%, signal=29%	
GOCC_CELL_CORTEX_REGION	GOCC_CELL_CORTEX_REGION	Details ...	31	0.52785504	1.5150347	0.0	1.0	0.788	2934	tags=32%, list=16%, signal=38%	
GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	Details ...	36	0.42888317	1.4614272	0.0	1.0	0.898	5098	tags=36%, list=27%, signal=49%	
GOCC_CLATHRIN_ADAPTOR_COMPLEX	GOCC_CLATHRIN_ADAPTOR_COMPLEX	Details ...	24	0.43855345	1.4331636	0.0	1.0	0.898	3260	tags=21%, list=17%, signal=25%	
GOCC_REPLICATION_FORK	GOCC_REPLICATION_FORK	Details ...	66	0.1764278	1.4319614	0.0	1.0	0.898	1955	tags=9%, list=10%, signal=10%	
GOCC_MICROTUBULE_PLUS_END	GOCC_MICROTUBULE_PLUS_END	Details ...	24	0.4838475	1.4246575	0.19960861	1.0	0.898	814	tags=13%, list=4%, signal=13%	
GOCC_CENTRIOLE	GOCC_CENTRIOLE	Details ...	146	0.29692033	1.4028474	0.0	1.0	0.898	3701	tags=25%, list=20%, signal=30%	
GOCC_MICROBODY_MEMBRANE	GOCC_MICROBODY_MEMBRANE	Details ...	59	0.32207245	1.3622011	0.0	1.0	0.952	4922	tags=29%, list=26%, signal=39%	
GOCC_PRC1_COMPLEX	GOCC_PRC1_COMPLEX	Details ...	15	0.45576516	1.357337	0.0	1.0	0.952	1778	tags=27%, list=9%, signal=29%	
GOCC_PCG_PROTEIN_COMPLEX	GOCC_PCG_PROTEIN_COMPLEX	Details ...	36	0.2971171	1.3537639	0.0	1.0	0.952	1778	tags=17%, list=9%, signal=18%	
GOCC_POLE_PLASM	GOCC_POLE_PLASM	Details ...	17	0.4728553	1.3477232	0.0	1.0	0.952	3007	tags=29%, list=16%, signal=35%	
GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	Details ...	59	0.2745843	1.3359168	0.10076046	1.0	1.0	4311	tags=27%, list=23%, signal=35%	
GOCC_DYNEIN_COMPLEX	GOCC_DYNEIN_COMPLEX	Details ...	48	0.46360165	1.3347661	0.0	1.0	1.0	3745	tags=33%, list=20%, signal=42%	
GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	Details ...	140	0.32953632	1.3289313	0.0	1.0	1.0	4030	tags=23%, list=21%, signal=29%	
GOCC_MICROTUBULE_END	GOCC_MICROTUBULE_END	Details ...	33	0.38663018	1.3286543	0.20158103	1.0	1.0	814	tags=9%, list=4%, signal=9%	
GOCC_SITE_OF_POLARIZED_GROWTH	GOCC_SITE_OF_POLARIZED_GROWTH	Details ...	144	0.30283222	1.3274696	0.1770428	1.0	1.0	3065	tags=23%, list=16%, signal=27%	
GOCC_CILIARY_MEMBRANE	GOCC_CILIARY_MEMBRANE	Details ...	58	0.36336896	1.3264078	0.08712121	0.9685907	1.0	3556	tags=33%, list=19%, signal=40%	
GOCC_AXON_CYTOPLASM	GOCC_AXON_CYTOPLASM	Details ...	57	0.3239755	1.3226739	0.0	0.9405827	1.0	4405	tags=33%, list=23%, signal=43%	
GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	Details ...	21	0.47448254	1.3225098	0.0	0.8940265	1.0	3745	tags=38%, list=20%, signal=48%	
GOCC_SPERM_PRINCIPAL_PIECE	GOCC_SPERM_PRINCIPAL_PIECE	Details ...	26	0.50607914	1.3123076	0.11439842	0.9187032	1.0	2440	tags=35%, list=13%, signal=40%	
GOCC_AXONEMAL_MICROTUBULE	GOCC_AXONEMAL_MICROTUBULE		36	0.55632204	1.3122158	0.0	0.87762296	1.0	4249	tags=56%, list=23%, signal=72%	
GOCC_SITE_OF_DNA_DAMAGE	GOCC_SITE_OF_DNA_DAMAGE		114	0.20575164	1.3107308	0.10881801	0.8485461	1.0	3869	tags=18%, list=21%, signal=23%	
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE		15	0.46170586	1.3076822	0.0	0.82837445	1.0	3247	tags=27%, list=17%, signal=32%	
GOCC_LUMENAL_SIDE_OF_MEMBRANE	GOCC_LUMENAL_SIDE_OF_MEMBRANE		24	0.4225725	1.2846767	0.19512194	0.9099504	1.0	2805	tags=29%, list=15%, signal=34%	
GOCC_CYTOPLASMIC_MICROTUBULE	GOCC_CYTOPLASMIC_MICROTUBULE		95	0.3969666	1.279375	0.0	0.9184686	1.0	5621	tags=45%, list=30%, signal=64%	
GOCC_GLIAL_CELL_PROJECTION	GOCC_GLIAL_CELL_PROJECTION		23	0.42651942	1.2789751	0.0	0.88646996	1.0	2907	tags=35%, list=15%, signal=41%	
GOCC_NUCLEAR_REPLICATION_FORK	GOCC_NUCLEAR_REPLICATION_FORK		33	0.21255581	1.2773826	0.09922179	0.85704887	1.0	3869	tags=15%, list=21%, signal=19%	
GOCC_SPINDLE	GOCC_SPINDLE		405	0.183517	1.2762115	0.08812261	0.83245325	1.0	3466	tags=16%, list=18%, signal=19%	
GOCC_CLEAVAGE_FURROW	GOCC_CLEAVAGE_FURROW		49	0.34820804	1.2730618	0.0	0.81973565	1.0	2480	tags=20%, list=13%, signal=23%	
GOCC_CELL_DIVISION_SITE	GOCC_CELL_DIVISION_SITE		59	0.31283534	1.2711743	0.0	0.80210024	1.0	2610	tags=19%, list=14%, signal=22%	
GOCC_MICROBODY	GOCC_MICROBODY		127	0.29061666	1.2693218	0.0	0.7837235	1.0	3284	tags=22%, list=17%, signal=27%	
GOCC_CYTOPLASMIC_REGION	GOCC_CYTOPLASMIC_REGION		246	0.36091262	1.267521	0.0	0.77092576	1.0	4487	tags=35%, list=24%, signal=46%	
GOCC_KINESIN_COMPLEX	GOCC_KINESIN_COMPLEX		43	0.37470487	1.2646229	0.19157088	0.7595513	1.0	4815	tags=33%, list=26%, signal=44%	
GOCC_RNA_POLYMERASE_III_COMPLEX	GOCC_RNA_POLYMERASE_III_COMPLEX		18	0.35229766	1.2560675	0.0	0.7686873	1.0	2486	tags=22%, list=13%, signal=26%	
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE		18	0.43289253	1.2555718	0.21072797	0.74936366	1.0	5098	tags=33%, list=27%, signal=46%	
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM	GOCC_SMOOTH_ENDOPLASMIC_RETICULUM		25	0.34596565	1.2536076	0.08080808	0.7395349	1.0	1939	tags=20%, list=10%, signal=22%	
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE		70	0.2846356	1.2472398	0.10707071	0.7612352	1.0	2749	tags=17%, list=15%, signal=20%	
GOCC_CILIARY_BASAL_BODY	GOCC_CILIARY_BASAL_BODY		158	0.29230255	1.2455263	0.0	0.7508728	1.0	4251	tags=30%, list=23%, signal=38%	
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	GOCC_SITE_OF_DOUBLE_STRAND_BREAK		83	0.186611	1.2369652	0.11026616	0.7636625	1.0	4105	tags=18%, list=22%, signal=23%	
GOCC_EXCITATORY_SYNAPSE	GOCC_EXCITATORY_SYNAPSE		41	0.36783487	1.2348393	0.0	0.7547385	1.0	1639	tags=22%, list=9%, signal=24%	
GOCC_APICOLATERAL_PLASMA_MEMBRANE	GOCC_APICOLATERAL_PLASMA_MEMBRANE		18	0.46931908	1.2327737	0.08522727	0.7498005	1.0	4217	tags=50%, list=22%, signal=64%	
GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE	GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE		99	0.31624132	1.2315887	0.3081511	0.73889935	1.0	1126	tags=11%, list=6%, signal=12%	
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX		166	0.20381744	1.2269933	0.20864661	0.73844534	1.0	4738	tags=23%, list=25%, signal=30%	
GOCC_MITOTIC_SPINDLE	GOCC_MITOTIC_SPINDLE		173	0.20959328	1.2227186	0.17009346	0.7403041	1.0	4734	tags=24%, list=25%, signal=32%	
GOCC_CILIARY_PLASM	GOCC_CILIARY_PLASM		138	0.38300368	1.2220026	0.0	0.72889733	1.0	4316	tags=37%, list=23%, signal=48%	
GOCC_PERIKARYON	GOCC_PERIKARYON		110	0.32090393	1.2216704	0.21327968	0.71610904	1.0	3160	tags=26%, list=17%, signal=32%	
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX		18	0.3205523	1.216723	0.108986616	0.7221647	1.0	3053	tags=22%, list=16%, signal=27%	
GOCC_CLATHRIN_VESICLE_COAT	GOCC_CLATHRIN_VESICLE_COAT		31	0.3387507	1.2151136	0.0	0.71422887	1.0	3260	tags=19%, list=17%, signal=23%	
GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE		25	0.32309297	1.2138357	0.11111111	0.7044663	1.0	3953	tags=28%, list=21%, signal=35%	
GOCC_ACROSOMAL_MEMBRANE	GOCC_ACROSOMAL_MEMBRANE		24	0.35108137	1.2125266	0.1003937	0.6950303	1.0	1212	tags=17%, list=6%, signal=18%	
GOCC_AXON	GOCC_AXON		489	0.24424793	1.2103561	0.09001957	0.6915597	1.0	3008	tags=20%, list=16%, signal=23%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B		18	0.5164787	1.208094	0.0	0.68606657	1.0	1993	tags=28%, list=11%, signal=31%	
GOCC_DISTAL_AXON	GOCC_DISTAL_AXON		207	0.2865435	1.2057817	0.08949416	0.68165845	1.0	3065	tags=24%, list=16%, signal=29%	
GOCC_VACUOLAR_LUMEN	GOCC_VACUOLAR_LUMEN		129	0.30005774	1.2035313	0.21264368	0.6774217	1.0	3229	tags=24%, list=17%, signal=29%	
GOCC_SPINDLE_MIDZONE	GOCC_SPINDLE_MIDZONE		36	0.28584734	1.2014606	0.29333332	0.6690375	1.0	4362	tags=22%, list=23%, signal=29%	
GOCC_GLUTAMATERGIC_SYNAPSE	GOCC_GLUTAMATERGIC_SYNAPSE		304	0.22532977	1.1993383	0.09019608	0.66477925	1.0	1882	tags=13%, list=10%, signal=14%	
GOCC_NEURON_TO_NEURON_SYNAPSE	GOCC_NEURON_TO_NEURON_SYNAPSE		277	0.2384468	1.1989597	0.086872585	0.65615416	1.0	3344	tags=21%, list=18%, signal=25%	
