NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_CELL_BODY_MEMBRANE	GOCC_CELL_BODY_MEMBRANE	Details ...	18	-0.5387598	-1.5388551	0.0	1.0	0.625	1255	tags=39%, list=7%, signal=42%	
GOCC_RUFFLE_MEMBRANE	GOCC_RUFFLE_MEMBRANE	Details ...	96	-0.364003	-1.5206989	0.0	1.0	0.842	4329	tags=34%, list=23%, signal=44%	
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	Details ...	32	-0.409549	-1.4966408	0.10131332	1.0	0.896	4802	tags=38%, list=26%, signal=50%	
GOCC_GERM_CELL_NUCLEUS	GOCC_GERM_CELL_NUCLEUS	Details ...	52	-0.37588087	-1.4488826	0.108778626	1.0	0.896	4346	tags=33%, list=23%, signal=42%	
GOCC_I_BAND	GOCC_I_BAND	Details ...	125	-0.44736448	-1.4295806	0.0	1.0	0.896	2627	tags=34%, list=14%, signal=40%	
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	Details ...	226	-0.3670217	-1.4211255	0.0	1.0	0.947	3571	tags=30%, list=19%, signal=37%	
GOCC_RUFFLE	GOCC_RUFFLE	Details ...	175	-0.32960463	-1.3999873	0.0	1.0	0.947	4329	tags=33%, list=23%, signal=42%	
GOCC_SARCOLEMMA	GOCC_SARCOLEMMA	Details ...	119	-0.40330726	-1.3998971	0.0	1.0	0.947	2611	tags=32%, list=14%, signal=37%	
GOCC_EUCHROMATIN	GOCC_EUCHROMATIN	Details ...	50	-0.4186019	-1.3986055	0.0	1.0	0.947	3963	tags=36%, list=21%, signal=46%	
GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX	GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX	Details ...	70	-0.4641384	-1.3983042	0.0	1.0	0.947	4530	tags=41%, list=24%, signal=54%	
GOCC_A_BAND	GOCC_A_BAND	Details ...	26	-0.5877992	-1.3938981	0.0	1.0	0.947	2222	tags=42%, list=12%, signal=48%	
GOCC_LEADING_EDGE_MEMBRANE	GOCC_LEADING_EDGE_MEMBRANE	Details ...	151	-0.32882056	-1.3848432	0.0	1.0	0.947	4076	tags=34%, list=22%, signal=43%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	Details ...	278	-0.37393954	-1.3803263	0.0	1.0	0.947	2202	tags=26%, list=12%, signal=29%	
GOCC_MALE_GERM_CELL_NUCLEUS	GOCC_MALE_GERM_CELL_NUCLEUS	Details ...	41	-0.32973963	-1.3731636	0.11003861	1.0	0.947	4346	tags=32%, list=23%, signal=41%	
GOCC_PIGMENT_GRANULE	GOCC_PIGMENT_GRANULE	Details ...	102	-0.3692989	-1.3719045	0.08795411	1.0	0.947	3991	tags=37%, list=21%, signal=47%	
GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	Details ...	19	-0.4903623	-1.3646467	0.08442777	1.0	0.947	4876	tags=37%, list=26%, signal=50%	
GOCC_SARCOPLASMIC_RETICULUM	GOCC_SARCOPLASMIC_RETICULUM	Details ...	62	-0.37921417	-1.3584343	0.0	1.0	0.947	2584	tags=26%, list=14%, signal=30%	
GOCC_P_BODY	GOCC_P_BODY	Details ...	96	-0.42549706	-1.3532935	0.0	1.0	1.0	4750	tags=46%, list=25%, signal=61%	
GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE	Details ...	70	-0.40482503	-1.3501662	0.21252371	0.99910945	1.0	2877	tags=33%, list=15%, signal=39%	
GOCC_ACTIN_FILAMENT_BUNDLE	GOCC_ACTIN_FILAMENT_BUNDLE	Details ...	68	-0.54244125	-1.3464426	0.0	0.9816417	1.0	2823	tags=43%, list=15%, signal=50%	
GOCC_CATALYTIC_STEP_2_SPLICEOSOME	GOCC_CATALYTIC_STEP_2_SPLICEOSOME		89	-0.4563731	-1.3447814	0.08604206	0.9496031	1.0	6121	tags=54%, list=33%, signal=80%	
GOCC_BLOOD_MICROPARTICLE	GOCC_BLOOD_MICROPARTICLE		68	-0.47416764	-1.343717	0.0	0.9138624	1.0	2249	tags=29%, list=12%, signal=33%	
GOCC_TRANSCRIPTION_REGULATOR_COMPLEX	GOCC_TRANSCRIPTION_REGULATOR_COMPLEX		435	-0.3366917	-1.3434396	0.10131332	0.8765647	1.0	3571	tags=29%, list=19%, signal=35%	
GOCC_CELL_SUBSTRATE_JUNCTION	GOCC_CELL_SUBSTRATE_JUNCTION		395	-0.30302775	-1.340849	0.0	0.85496396	1.0	4384	tags=32%, list=23%, signal=40%	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION		47	-0.41701302	-1.3401743	0.0	0.8230049	1.0	1605	tags=28%, list=9%, signal=30%	
GOCC_CONTRACTILE_FIBER	GOCC_CONTRACTILE_FIBER		201	-0.38377744	-1.3395487	0.0	0.79616493	1.0	2699	tags=31%, list=14%, signal=36%	
GOCC_COPI_COATED_VESICLE	GOCC_COPI_COATED_VESICLE		24	-0.44352126	-1.3350092	0.0	0.7802391	1.0	6186	tags=58%, list=33%, signal=87%	
GOCC_INTERCELLULAR_BRIDGE	GOCC_INTERCELLULAR_BRIDGE		79	-0.28396237	-1.333372	0.07858546	0.76002914	1.0	1288	tags=14%, list=7%, signal=15%	
GOCC_MIDBODY	GOCC_MIDBODY		196	-0.22234374	-1.3294221	0.10465116	0.76049596	1.0	5017	tags=30%, list=27%, signal=40%	
GOCC_INTEGRIN_COMPLEX	GOCC_INTEGRIN_COMPLEX		27	-0.41300216	-1.320632	0.0	0.8003972	1.0	1472	tags=30%, list=8%, signal=32%	
GOCC_ACTIN_FILAMENT	GOCC_ACTIN_FILAMENT		106	-0.38627425	-1.3122776	0.11462451	0.81412256	1.0	3622	tags=36%, list=19%, signal=44%	
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE		354	-0.34584004	-1.3115764	0.0	0.79633737	1.0	2202	tags=25%, list=12%, signal=27%	
GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX	GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX		89	-0.39951178	-1.3113512	0.17399618	0.7739025	1.0	6097	tags=44%, list=32%, signal=65%	
GOCC_STRIATED_MUSCLE_THIN_FILAMENT	GOCC_STRIATED_MUSCLE_THIN_FILAMENT		20	-0.47062305	-1.3104813	0.0	0.75278735	1.0	3106	tags=40%, list=17%, signal=48%	
GOCC_ADHERENS_JUNCTION	GOCC_ADHERENS_JUNCTION		160	-0.32475218	-1.3089094	0.21414913	0.7386176	1.0	4015	tags=34%, list=21%, signal=43%	
GOCC_LAMELLIPODIUM_MEMBRANE	GOCC_LAMELLIPODIUM_MEMBRANE		19	-0.5322772	-1.308909	0.10887097	0.7196557	1.0	3962	tags=47%, list=21%, signal=60%	
GOCC_MYOSIN_II_COMPLEX	GOCC_MYOSIN_II_COMPLEX		17	-0.46538883	-1.3046242	0.0	0.71907866	1.0	1375	tags=29%, list=7%, signal=32%	
GOCC_ACTOMYOSIN	GOCC_ACTOMYOSIN		66	-0.4902214	-1.3019531	0.11005693	0.7196476	1.0	2823	tags=39%, list=15%, signal=46%	
GOCC_T_TUBULE	GOCC_T_TUBULE		43	-0.39274254	-1.2999477	0.0	0.71241015	1.0	1921	tags=30%, list=10%, signal=34%	
GOCC_ENDOSOME_LUMEN	GOCC_ENDOSOME_LUMEN		28	-0.36451966	-1.2955971	0.0	0.70463943	1.0	319	tags=11%, list=2%, signal=11%	
GOCC_LIPID_DROPLET	GOCC_LIPID_DROPLET		92	-0.27976865	-1.2911086	0.11111111	0.70536554	1.0	5055	tags=39%, list=27%, signal=53%	
GOCC_PRECATALYTIC_SPLICEOSOME	GOCC_PRECATALYTIC_SPLICEOSOME		52	-0.41989306	-1.2885817	0.17399618	0.706242	1.0	6061	tags=50%, list=32%, signal=74%	
GOCC_SPLICEOSOMAL_SNRNP_COMPLEX	GOCC_SPLICEOSOMAL_SNRNP_COMPLEX		71	-0.3296004	-1.287312	0.17635658	0.6960756	1.0	6061	tags=41%, list=32%, signal=60%	
GOCC_NUCLEOID	GOCC_NUCLEOID		44	-0.42302084	-1.286879	0.17399618	0.6838165	1.0	7079	tags=61%, list=38%, signal=98%	
GOCC_SPLICEOSOMAL_COMPLEX	GOCC_SPLICEOSOMAL_COMPLEX		193	-0.3787847	-1.282575	0.17399618	0.68616885	1.0	6827	tags=54%, list=36%, signal=84%	
GOCC_SARCOPLASM	GOCC_SARCOPLASM		76	-0.32378903	-1.2811035	0.0	0.67951626	1.0	2314	tags=22%, list=12%, signal=25%	
GOCC_ROUGH_ENDOPLASMIC_RETICULUM	GOCC_ROUGH_ENDOPLASMIC_RETICULUM		51	-0.32355398	-1.2808406	0.20982987	0.67017186	1.0	5028	tags=37%, list=27%, signal=51%	
GOCC_SAGA_TYPE_COMPLEX	GOCC_SAGA_TYPE_COMPLEX		36	-0.258564	-1.2787317	0.102564104	0.66331947	1.0	3571	tags=22%, list=19%, signal=27%	
GOCC_ACTIN_CYTOSKELETON	GOCC_ACTIN_CYTOSKELETON		427	-0.30835426	-1.278324	0.0	0.6509249	1.0	4541	tags=38%, list=24%, signal=50%	
GOCC_U2_SNRNP	GOCC_U2_SNRNP		25	-0.46476975	-1.276748	0.2829828	0.6433858	1.0	6061	tags=56%, list=32%, signal=83%	
GOCC_BASAL_PART_OF_CELL	GOCC_BASAL_PART_OF_CELL		240	-0.2994348	-1.2765622	0.0	0.6318684	1.0	3038	tags=29%, list=16%, signal=34%	
GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX	GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX		17	-0.44704464	-1.2738707	0.28705442	0.63158876	1.0	6372	tags=53%, list=34%, signal=80%	
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME		73	-0.41840157	-1.2728102	0.27724665	0.6247917	1.0	7857	tags=67%, list=42%, signal=115%	
GOCC_ACETYLTRANSFERASE_COMPLEX	GOCC_ACETYLTRANSFERASE_COMPLEX		98	-0.3711077	-1.271036	0.1988743	0.6172422	1.0	5329	tags=43%, list=28%, signal=60%	
GOCC_SIN3_TYPE_COMPLEX	GOCC_SIN3_TYPE_COMPLEX		22	-0.48175707	-1.2708446	0.10881801	0.6080887	1.0	6697	tags=64%, list=36%, signal=99%	
GOCC_NBAF_COMPLEX	GOCC_NBAF_COMPLEX		15	-0.59113705	-1.2698908	0.0	0.60220766	1.0	4306	tags=67%, list=23%, signal=86%	
GOCC_SWI_SNF_COMPLEX	GOCC_SWI_SNF_COMPLEX		28	-0.39319444	-1.2673454	0.10131332	0.6020672	1.0	4306	tags=46%, list=23%, signal=60%	
GOCC_COPI_COATED_VESICLE_MEMBRANE	GOCC_COPI_COATED_VESICLE_MEMBRANE		17	-0.59679	-1.2657657	0.0	0.6001465	1.0	6186	tags=71%, list=33%, signal=105%	
GOCC_COPII_VESICLE_COAT	GOCC_COPII_VESICLE_COAT		16	-0.4298925	-1.2655809	0.2173913	0.5918837	1.0	2071	tags=31%, list=11%, signal=35%	
GOCC_NUCLEAR_CHROMOSOME	GOCC_NUCLEAR_CHROMOSOME		209	-0.24995132	-1.2643313	0.11111111	0.5887479	1.0	7023	tags=45%, list=37%, signal=71%	
GOCC_NUCLEAR_SPECK	GOCC_NUCLEAR_SPECK		389	-0.2673355	-1.2631289	0.20306513	0.5841967	1.0	4998	tags=33%, list=27%, signal=44%	
GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX		46	-0.31052256	-1.2614057	0.0	0.5763423	1.0	4193	tags=35%, list=22%, signal=45%	
GOCC_90S_PRERIBOSOME	GOCC_90S_PRERIBOSOME		28	-0.54212505	-1.2600011	0.0	0.5715968	1.0	6914	tags=75%, list=37%, signal=119%	
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX		90	-0.41532335	-1.2594502	0.10131332	0.56439877	1.0	5340	tags=48%, list=28%, signal=66%	
GOCC_PML_BODY	GOCC_PML_BODY		106	-0.21785922	-1.2592578	0.0	0.5594339	1.0	5796	tags=34%, list=31%, signal=49%	
GOCC_KERATIN_FILAMENT	GOCC_KERATIN_FILAMENT		26	-0.5121052	-1.2586108	0.108778626	0.5526194	1.0	3953	tags=38%, list=21%, signal=49%	
GOCC_PHOSPHATASE_COMPLEX	GOCC_PHOSPHATASE_COMPLEX		49	-0.43916857	-1.2576742	0.10344828	0.54813284	1.0	6753	tags=57%, list=36%, signal=89%	
GOCC_MLL1_2_COMPLEX	GOCC_MLL1_2_COMPLEX		32	-0.5160887	-1.255135	0.09756097	0.5467933	1.0	7676	tags=78%, list=41%, signal=132%	
GOCC_APICAL_PART_OF_CELL	GOCC_APICAL_PART_OF_CELL		357	-0.29622063	-1.25437	0.0	0.54261965	1.0	3627	tags=27%, list=19%, signal=33%	
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME		108	-0.43273857	-1.2537065	0.17399618	0.53566855	1.0	7636	tags=62%, list=41%, signal=104%	
GOCC_INTERCALATED_DISC	GOCC_INTERCALATED_DISC		40	-0.4484389	-1.2536083	0.18595825	0.5295202	1.0	2259	tags=30%, list=12%, signal=34%	
GOCC_TRANSLATION_PREINITIATION_COMPLEX	GOCC_TRANSLATION_PREINITIATION_COMPLEX		19	-0.45097616	-1.2530385	0.28793773	0.52354294	1.0	4847	tags=42%, list=26%, signal=57%	
GOCC_CELL_LEADING_EDGE	GOCC_CELL_LEADING_EDGE		376	-0.27114093	-1.252612	0.21497121	0.5171381	1.0	4795	tags=36%, list=26%, signal=48%	
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX		42	-0.4831695	-1.2524029	0.09756097	0.51163197	1.0	6031	tags=67%, list=32%, signal=98%	
GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX		15	-0.38043797	-1.2450392	0.19433962	0.5233171	1.0	6556	tags=47%, list=35%, signal=72%	
GOCC_RIBONUCLEOPROTEIN_GRANULE	GOCC_RIBONUCLEOPROTEIN_GRANULE		244	-0.26804593	-1.2442425	0.0	0.52113855	1.0	4750	tags=34%, list=25%, signal=44%	
GOCC_BASOLATERAL_PLASMA_MEMBRANE	GOCC_BASOLATERAL_PLASMA_MEMBRANE		195	-0.3033074	-1.2424678	0.0	0.5203372	1.0	3013	tags=28%, list=16%, signal=33%	
GOCC_NUCLEAR_MEMBRANE	GOCC_NUCLEAR_MEMBRANE		280	-0.23880868	-1.2417706	0.21172023	0.5156017	1.0	4434	tags=28%, list=24%, signal=36%	
GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR		15	-0.7211463	-1.2414339	0.0	0.51046324	1.0	3732	tags=67%, list=20%, signal=83%	
GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION		174	-0.1563207	-1.2410223	0.087128714	0.5071612	1.0	4417	tags=22%, list=24%, signal=29%	
GOCC_PROTEASOME_CORE_COMPLEX	GOCC_PROTEASOME_CORE_COMPLEX		17	-0.47746846	-1.2367424	0.08812261	0.51551086	1.0	6572	tags=53%, list=35%, signal=81%	
GOCC_METHYLTRANSFERASE_COMPLEX	GOCC_METHYLTRANSFERASE_COMPLEX		94	-0.37804875	-1.2366271	0.09756097	0.5099069	1.0	5257	tags=39%, list=28%, signal=54%	
GOCC_CORNIFIED_ENVELOPE	GOCC_CORNIFIED_ENVELOPE		36	-0.4174596	-1.2352172	0.21333334	0.50972253	1.0	3545	tags=33%, list=19%, signal=41%	
GOCC_CAVEOLA	GOCC_CAVEOLA		63	-0.37777418	-1.2315445	0.11372549	0.5168581	1.0	1344	tags=21%, list=7%, signal=22%	
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX		28	-0.51381135	-1.2312198	0.20267686	0.5121146	1.0	6031	tags=68%, list=32%, signal=100%	
GOCC_LAMELLIPODIUM	GOCC_LAMELLIPODIUM		183	-0.2939881	-1.2305511	0.11089866	0.5080974	1.0	4795	tags=38%, list=26%, signal=50%	
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE		35	-0.35679278	-1.2272629	0.18307087	0.51327854	1.0	1325	tags=17%, list=7%, signal=18%	
GOCC_PROTEIN_LIPID_COMPLEX	GOCC_PROTEIN_LIPID_COMPLEX		29	-0.5028634	-1.2261305	0.28320312	0.51048344	1.0	3985	tags=45%, list=21%, signal=57%	
GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX	GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX		17	-0.54520315	-1.2235771	0.17073171	0.5159617	1.0	4847	tags=47%, list=26%, signal=63%	
GOCC_ATPASE_COMPLEX	GOCC_ATPASE_COMPLEX		141	-0.24425974	-1.2233379	0.21579961	0.5108517	1.0	5340	tags=34%, list=28%, signal=47%	
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX		15	-0.5510619	-1.2227621	0.17366412	0.5064098	1.0	4847	tags=47%, list=26%, signal=63%	
GOCC_INO80_TYPE_COMPLEX	GOCC_INO80_TYPE_COMPLEX		26	-0.55414367	-1.2209672	0.0	0.5061202	1.0	6031	tags=62%, list=32%, signal=91%	
GOCC_TRANS_GOLGI_NETWORK	GOCC_TRANS_GOLGI_NETWORK		225	-0.26207027	-1.2165864	0.21414913	0.51463944	1.0	3497	tags=27%, list=19%, signal=32%	
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON		109	-0.3316397	-1.2148068	0.0	0.5140074	1.0	3953	tags=31%, list=21%, signal=39%	
GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN		235	-0.2548139	-1.2097815	0.11218569	0.5229522	1.0	3716	tags=26%, list=20%, signal=32%	
