NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	Details ...	15	0.49237952	1.6489434	0.0	1.0	0.504	1238	tags=27%, list=7%, signal=29%	
GOCC_MICROTUBULE_END	GOCC_MICROTUBULE_END	Details ...	30	0.4294979	1.5564779	0.09896907	1.0	0.764	723	tags=10%, list=4%, signal=10%	
GOCC_MICROTUBULE_PLUS_END	GOCC_MICROTUBULE_PLUS_END	Details ...	21	0.5475557	1.473701	0.09856263	1.0	0.957	723	tags=14%, list=4%, signal=15%	
GOCC_CELL_CORTEX_REGION	GOCC_CELL_CORTEX_REGION	Details ...	31	0.54010075	1.4622464	0.0	1.0	0.957	2525	tags=32%, list=15%, signal=38%	
GOCC_SPERM_PRINCIPAL_PIECE	GOCC_SPERM_PRINCIPAL_PIECE	Details ...	22	0.5709735	1.4444236	0.09572301	1.0	0.957	1214	tags=32%, list=7%, signal=34%	
GOCC_CLATHRIN_ADAPTOR_COMPLEX	GOCC_CLATHRIN_ADAPTOR_COMPLEX	Details ...	24	0.44289955	1.414221	0.0	1.0	0.957	2853	tags=21%, list=17%, signal=25%	
GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	GOCC_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX	Details ...	36	0.44363007	1.41001	0.0	1.0	0.957	4370	tags=36%, list=26%, signal=49%	
GOCC_SITE_OF_POLARIZED_GROWTH	GOCC_SITE_OF_POLARIZED_GROWTH	Details ...	139	0.32127917	1.373935	0.0945674	1.0	1.0	2677	tags=24%, list=16%, signal=28%	
GOCC_NUCLEAR_REPLICATION_FORK	GOCC_NUCLEAR_REPLICATION_FORK	Details ...	33	0.22250478	1.3699327	0.09580839	1.0	1.0	3369	tags=15%, list=20%, signal=19%	
GOCC_REPLICATION_FORK	GOCC_REPLICATION_FORK	Details ...	66	0.18493266	1.3548114	0.0	1.0	1.0	3369	tags=15%, list=20%, signal=19%	
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE	GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE	Details ...	36	0.33777922	1.3464805	0.10429448	1.0	1.0	1003	tags=11%, list=6%, signal=12%	
GOCC_DYNEIN_COMPLEX	GOCC_DYNEIN_COMPLEX	Details ...	41	0.4872625	1.3415877	0.0	1.0	1.0	3291	tags=37%, list=20%, signal=46%	
GOCC_LUMENAL_SIDE_OF_MEMBRANE	GOCC_LUMENAL_SIDE_OF_MEMBRANE	Details ...	22	0.43833256	1.3388827	0.08982036	1.0	1.0	2318	tags=27%, list=14%, signal=32%	
GOCC_DISTAL_AXON	GOCC_DISTAL_AXON	Details ...	192	0.30984035	1.311228	0.0	1.0	1.0	2677	tags=25%, list=16%, signal=29%	
GOCC_PRC1_COMPLEX	GOCC_PRC1_COMPLEX	Details ...	15	0.45859048	1.3011951	0.0	1.0	1.0	1567	tags=27%, list=9%, signal=29%	
