"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0046427"	"GO:0046427"	"positive regulation of receptor signaling pathway via JAK-STAT"	25	-0.819460228601835	-2.18733798530344	0.000176522506619594	0.0194756479178368	0.0181062260079308	917	"tags=44%, list=5%, signal=42%"	"AGT/CSH2/GH2/HES1/CSH1/LEP/IL6R/ERBB4/OCIAD2/IL10RA/IL6"
"GO:1904894"	"GO:1904894"	"positive regulation of receptor signaling pathway via STAT"	27	-0.801095578428959	-2.16828140230701	0.000175716042874714	0.0194756479178368	0.0181062260079308	917	"tags=41%, list=5%, signal=39%"	"AGT/CSH2/GH2/HES1/CSH1/LEP/IL6R/ERBB4/OCIAD2/IL10RA/IL6"
"GO:0045685"	"GO:0045685"	"regulation of glial cell differentiation"	45	-0.691418867645014	-2.07435336648259	0.00016860563142809	0.0194756479178368	0.0181062260079308	3037	"tags=47%, list=16%, signal=39%"	"CTNNB1/SLC45A3/PTN/TGFB1/BIN1/LDLR/LIN28A/IL6ST/MYCN/TNFRSF1B/CXCR4/TP73/LIF/GPR37L1/EGR2/HES1/DLX2/RNF112/IL6/MAG/ZNF488"
"GO:0014015"	"GO:0014015"	"positive regulation of gliogenesis"	43	-0.682281386741017	-2.03326177885386	0.000168067226890756	0.0194756479178368	0.0181062260079308	2895	"tags=42%, list=15%, signal=36%"	"SYNJ1/PTN/GJC2/TGFB1/BIN1/IL6ST/TNFRSF1B/CXCR4/NTN1/TSPO/TP73/LIF/EGR2/HES1/RNF112/IL6/MAG/ZNF488"
"GO:0006690"	"GO:0006690"	"icosanoid metabolic process"	62	-0.627764774375697	-1.98825650825997	0.00016493485073396	0.0194756479178368	0.0181062260079308	1061	"tags=29%, list=6%, signal=27%"	"PLA2G3/AKR1B1/CYP2C18/ALOX5/ALOX15/GGT3P/CYP2D6/DPEP1/CYP1A1/ALOXE3/PLA2G2F/GGTLC2/PTGIS/CYP4F22/CYP4F2/EDN2/CYP1A2/CYP4F3"
"GO:0001523"	"GO:0001523"	"retinoid metabolic process"	39	-0.677703008625149	-1.98824388194191	0.000167982529816899	0.0194756479178368	0.0181062260079308	1842	"tags=54%, list=10%, signal=49%"	"NAPEPLD/RDH5/RDH13/CYP26B1/BCO1/CRABP2/DHRS3/BCO2/CEL/AKR1B1/CYP2C18/RARRES2/CYP2D6/ABCA4/CYP1A1/CYP3A7/ALDH1A3/AKR1B15/AKR1B10/PLB1/CYP1A2"
"GO:1903115"	"GO:1903115"	"regulation of actin filament-based movement"	28	-0.717735976433743	-1.95805417949945	0.00017531556802244	0.0194756479178368	0.0181062260079308	2674	"tags=39%, list=14%, signal=34%"	"BIN1/MYLK2/CACNA1C/MYBPC3/GJA5/TNNT2/PDE4D/STC1/SCN5A/PKP2/ATP1A2"
"GO:0006721"	"GO:0006721"	"terpenoid metabolic process"	51	-0.636105901958701	-1.94847580631766	0.000167700821734027	0.0194756479178368	0.0181062260079308	1842	"tags=37%, list=10%, signal=34%"	"CYP26B1/BCO1/CRABP2/DHRS3/BCO2/CEL/AKR1B1/CYP2C18/RARRES2/CYP2D6/ABCA4/CYP1A1/CYP3A7/ALDH1A3/AKR1B15/AKR1B10/PLB1/CYP1A2/HMGCS2"
"GO:0014013"	"GO:0014013"	"regulation of gliogenesis"	65	-0.610626952915471	-1.94840869731435	0.000164880461665293	0.0194756479178368	0.0181062260079308	3037	"tags=37%, list=16%, signal=31%"	"CTNNB1/SYNJ1/PTN/GJC2/TGFB1/BIN1/LDLR/LIN28A/IL6ST/MYCN/TNFRSF1B/CXCR4/NTN1/TSPO/TP73/LIF/GPR37L1/EGR2/HES1/DLX2/RNF112/IL6/MAG/ZNF488"
"GO:0042742"	"GO:0042742"	"defense response to bacterium"	118	-0.548818647634114	-1.92205302970053	0.000152183838076396	0.0194756479178368	0.0181062260079308	1703	"tags=25%, list=9%, signal=23%"	"SLC9A9/STAB2/PLAC8/COLEC12/IL27RA/ISG15/WFDC3/LCN2/RARRES2/IRF8/AQP1/GBP2/PGC/HAVCR2/SERPINE1/MIAT/GSDMA/MMRN2/IL6R/SFTPD/GBP4/AICDA/EPHA2/HP/IL6/S100A9/RNASE7/ZG16/IL22RA1"
