"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa04060"	"hsa04060"	"Cytokine-cytokine receptor interaction"	20	-0.722890889783217	-2.69712627868074	0.000144927536231884	0.000144927536231884	0.0132566142043211	234	"tags=80%, list=19%, signal=66%"	"84957/8743/9518/3977/2689/57007/55504/1442/1443/1435/1439/3952/10663/3560/56477/3569"
"hsa04270"	"hsa04270"	"Vascular smooth muscle contraction"	13	-0.715979865505505	-2.32594196408165	0.000151975683890578	0.000151975683890578	0.0132566142043211	179	"tags=69%, list=15%, signal=60%"	"64600/133/779/4881/776/4879/135/1907/111"
"hsa04924"	"hsa04924"	"Renin secretion"	7	-0.813496859777228	-2.13005504565009	0.000160771704180064	0.000160771704180064	0.0132566142043211	136	"tags=86%, list=11%, signal=77%"	"779/4881/358/776/1907/111"
"hsa04630"	"hsa04630"	"JAK-STAT signaling pathway"	17	-0.577938794242389	-2.05296928449328	0.000441111601235112	0.000441111601235112	0.0186159257264172	239	"tags=71%, list=20%, signal=57%"	"598/595/4609/9021/3977/2689/1442/1443/1439/3952/3560/3569"
"hsa04921"	"hsa04921"	"Oxytocin signaling pathway"	15	-0.603909706554355	-2.06223230565009	0.000444642063139173	0.000444642063139173	0.0186159257264172	207	"tags=60%, list=17%, signal=50%"	"6261/1827/3762/23533/4773/779/4881/776/111"
"hsa04022"	"hsa04022"	"cGMP-PKG signaling pathway"	14	-0.611597854849766	-2.03914441699027	0.00045153521974714	0.00045153521974714	0.0186159257264172	150	"tags=57%, list=12%, signal=51%"	"23533/4773/779/6543/4881/776/4879/111"
"hsa04061"	"hsa04061"	"Viral protein interaction with cytokine and cytokine receptor"	8	-0.737191819342606	-2.02340834984956	0.000794659885568977	0.000794659885568977	0.024004698792104	219	"tags=75%, list=18%, signal=62%"	"8743/57007/1435/3560/56477/3569"
"hsa05150"	"hsa05150"	"Staphylococcus aureus infection"	7	-0.764668873799303	-2.00220415519958	0.000803858520900322	0.000803858520900322	0.024004698792104	227	"tags=86%, list=19%, signal=70%"	"6404/718/3684/3872/3857/192666"
"hsa04080"	"hsa04080"	"Neuroactive ligand-receptor interaction"	19	-0.549507488214599	-2.01869518064094	0.000873362445414847	0.000873362445414847	0.024004698792104	164	"tags=58%, list=14%, signal=51%"	"718/133/2689/1442/1443/5745/3952/5029/135/2900/1907"
"hsa05168"	"hsa05168"	"Herpes simplex virus 1 infection"	28	0.453920836126693	2.22177784493062	0.00141643059490085	0.00141643059490085	0.0350380199791263	256	"tags=54%, list=21%, signal=43%"	"7643/90987/9310/7596/55786/7738/1147/168374/148213/79230/3459/5290/55900/54205/841"
"hsa04610"	"hsa04610"	"Complement and coagulation cascades"	8	-0.656241400394147	-1.80121956624342	0.0066751430387794	0.0066751430387794	0.150110872163939	164	"tags=62%, list=14%, signal=54%"	"718/5054/1191/3684/7450"
"hsa04261"	"hsa04261"	"Adrenergic signaling in cardiomyocytes"	12	-0.569942297257562	-1.80388499564067	0.00889434135868732	0.00889434135868732	0.173413137198156	150	"tags=92%, list=12%, signal=81%"	"476/7171/64764/27092/1390/23533/779/6543/4634/776/111"
"hsa04015"	"hsa04015"	"Rap1 signaling pathway"	22	-0.469739455661777	-1.80991267982276	0.00912070685478125	0.00912070685478125	0.173413137198156	132	"tags=32%, list=11%, signal=29%"	"3684/51378/1435/2246/135/111/1969"
"hsa04915"	"hsa04915"	"Estrogen signaling pathway"	12	-0.567217323480844	-1.79526036937063	0.00981444563717221	0.00981444563717221	0.173413137198156	50	"tags=42%, list=4%, signal=40%"	"3762/3872/3857/111/192666"
"hsa04724"	"hsa04724"	"Glutamatergic synapse"	10	-0.59676277253712	-1.77096900279195	0.0106633213109613	0.0106633213109613	0.175851263724624	52	"tags=40%, list=4%, signal=39%"	"776/6511/2900/111"
"hsa04151"	"hsa04151"	"PI3K-Akt signaling pathway"	40	-0.376401577803938	-1.71211309528528	0.0128600133958473	0.0128600133958473	0.198822575527902	150	"tags=30%, list=12%, signal=27%"	"23533/2689/51378/7450/1442/1443/1435/3560/2246/1298/1969/3569"
"hsa04935"	"hsa04935"	"Growth hormone synthesis, secretion and action"	14	-0.521493772017913	-1.73872603586345	0.0158037326911499	0.0158037326911499	0.21722803165983	201	"tags=50%, list=17%, signal=42%"	"9021/779/2689/1442/1443/776/111"
"hsa05133"	"hsa05133"	"Pertussis"	7	-0.648363655987268	-1.69767130659854	0.0162379421221865	0.0162379421221865	0.21722803165983	164	"tags=57%, list=14%, signal=50%"	"718/3684/3394/3569"
"hsa05202"	"hsa05202"	"Transcriptional misregulation in cancer"	18	-0.472307607234331	-1.70695903197098	0.0175515577007459	0.0175515577007459	0.21722803165983	371	"tags=61%, list=31%, signal=43%"	"5218/598/4005/26471/4609/2308/3684/3560/2119/2118/3569"
"hsa04925"	"hsa04925"	"Aldosterone synthesis and secretion"	10	-0.579803115044892	-1.72063907421914	0.017563117453348	0.017563117453348	0.21722803165983	284	"tags=70%, list=23%, signal=54%"	"5581/1583/3762/779/4881/776/111"
"hsa04640"	"hsa04640"	"Hematopoietic cell lineage"	10	-0.575107801371179	-1.70670513705483	0.0202289477810883	0.0202289477810883	0.238285851055426	132	"tags=40%, list=11%, signal=36%"	"3684/1435/3569/4311"
"hsa00514"	"hsa00514"	"Other types of O-glycan biosynthesis"	4	0.745439469320066	1.70909421659457	0.0236051502145923	0.0236051502145923	0.244802218486429	311	"tags=100%, list=26%, signal=75%"	"2589/55568/51809/283464"
"hsa04974"	"hsa04974"	"Protein digestion and absorption"	14	-0.503225452317253	-1.67781715295943	0.0242323901264299	0.0242323901264299	0.244802218486429	527	"tags=86%, list=44%, signal=49%"	"8645/1299/476/1294/6520/1293/1307/6543/340024/1308/1298/4311"
"hsa04020"	"hsa04020"	"Calcium signaling pathway"	18	-0.462162442531132	-1.67029356172297	0.0245721807810443	0.0245721807810443	0.244802218486429	211	"tags=50%, list=17%, signal=42%"	"844/6261/4773/779/6543/84812/2246/776/135"
"hsa05323"	"hsa05323"	"Rheumatoid arthritis"	3	-0.81487656407827	-1.55915005090727	0.0251934497030772	0.0251934497030772	0.244802218486429	92	"tags=67%, list=8%, signal=62%"	"1435/3569"
"hsa04024"	"hsa04024"	"cAMP signaling pathway"	20	-0.441897663017717	-1.64873263207136	0.0266666666666667	0.0266666666666667	0.244802218486429	142	"tags=35%, list=12%, signal=31%"	"5144/779/4881/776/135/1907/111"
"hsa05014"	"hsa05014"	"Amyotrophic lateral sclerosis"	15	0.446577719377428	1.75578426507601	0.0267199017199017	0.0267199017199017	0.244802218486429	505	"tags=87%, list=42%, signal=51%"	"10381/5608/65018/55255/54205/7381/55062/311/5704/8408/10452/10120/10189"
"hsa05031"	"hsa05031"	"Amphetamine addiction"	3	-0.808857300319984	-1.54763304844473	0.0286125607342091	0.0286125607342091	0.251738540719885	52	"tags=100%, list=4%, signal=96%"	"776/111"
"hsa00730"	"hsa00730"	"Thiamine metabolism"	3	-0.805922783469554	-1.54201826910461	0.0295123267950333	0.0295123267950333	0.251738540719885	84	"tags=67%, list=7%, signal=62%"	"249/250"
"hsa04371"	"hsa04371"	"Apelin signaling pathway"	16	-0.463727811805844	-1.61876830047693	0.0334758885120189	0.0334758885120189	0.276029256151735	327	"tags=56%, list=27%, signal=42%"	"595/4088/5581/6261/23533/5054/6543/4634/111"
