"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa04270"	"hsa04270"	"Vascular smooth muscle contraction"	28	-0.566983507622182	-2.41068267873247	0.000176865935620799	0.000176865935620799	0.0198206426163248	237	"tags=43%, list=8%, signal=40%"	"10398/5581/79924/8399/779/64600/4881/135/133/111/4879/1907"
"hsa00590"	"hsa00590"	"Arachidonic acid metabolism"	10	-0.765106777103133	-2.30101853334361	0.000184604024367731	0.000184604024367731	0.0198206426163248	225	"tags=60%, list=8%, signal=55%"	"8399/64600/151056/59344/5740/8529"
"hsa04261"	"hsa04261"	"Adrenergic signaling in cardiomyocytes"	24	-0.543249998984011	-2.20986619048123	0.000353857041755131	0.000353857041755131	0.0198206426163248	320	"tags=38%, list=11%, signal=34%"	"23533/64764/27092/6543/779/111/90993/4634/6331"
"hsa04080"	"hsa04080"	"Neuroactive ligand-receptor interaction"	23	-0.570511325428518	-2.28732357715418	0.000354924578527063	0.000354924578527063	0.0198206426163248	292	"tags=57%, list=10%, signal=51%"	"1132/5029/2914/6870/79924/135/133/5745/2689/3952/2900/8862/1907"
"hsa00830"	"hsa00830"	"Retinol metabolism"	5	-0.869165487977369	-2.02923809393302	0.000382336073408526	0.000382336073408526	0.0198206426163248	376	"tags=100%, list=13%, signal=87%"	"112724/9249/1543/1544"
"hsa05168"	"hsa05168"	"Herpes simplex virus 1 infection"	66	0.368754240157955	2.11281834416295	0.00049800796812749	0.00049800796812749	0.0198206426163248	573	"tags=47%, list=20%, signal=38%"	"3717/5293/7761/342908/57677/7769/7594/284306/7596/58500/148266/345462/7771/7568/55786/1147/148203/339559/347344/51135/340252/54205/836/55900/7711/80095/171392/329/22835/7748/148213"
"hsa04060"	"hsa04060"	"Cytokine-cytokine receptor interaction"	29	-0.501054251451353	-2.14825095490713	0.000528820729772607	0.000528820729772607	0.0198206426163248	478	"tags=55%, list=17%, signal=46%"	"1439/7040/55504/1489/2056/84957/8743/57007/10148/10663/8200/9518/2689/3560/3952/3569"
"hsa04710"	"hsa04710"	"Circadian rhythm"	10	-0.70891968328179	-2.13203879340831	0.000553812073103194	0.000553812073103194	0.0198206426163248	529	"tags=80%, list=19%, signal=65%"	"5187/6095/9572/79365/8553/8864/4862/4783"
"hsa04925"	"hsa04925"	"Aldosterone synthesis and secretion"	21	-0.561171126363696	-2.18360397468273	0.00071620411817368	0.00071620411817368	0.0227845052799112	319	"tags=43%, list=11%, signal=38%"	"64764/3762/5581/1583/779/4881/111/949/90993"
"hsa04022"	"hsa04022"	"cGMP-PKG signaling pathway"	28	-0.495355302386297	-2.10613612429212	0.000884329678103997	0.000884329678103997	0.0253197549941355	347	"tags=39%, list=12%, signal=35%"	"10398/23533/64764/5581/6543/779/4881/4773/111/4879/90993"
"hsa05321"	"hsa05321"	"Inflammatory bowel disease"	6	-0.779716462654617	-1.95239867205459	0.00150744299981157	0.00150744299981157	0.0378930650892337	495	"tags=83%, list=17%, signal=69%"	"2625/6095/7040/4088/3569"
"hsa00140"	"hsa00140"	"Steroid hormone biosynthesis"	5	-0.830450420196621	-1.93885013969807	0.00172051233033837	0.00172051233033837	0.0378930650892337	218	"tags=80%, list=8%, signal=74%"	"1583/1543/3292/1544"
"hsa00591"	"hsa00591"	"Linoleic acid metabolism"	5	-0.818953323903819	-1.91200790298978	0.00172051233033837	0.00172051233033837	0.0378930650892337	518	"tags=100%, list=18%, signal=82%"	"8399/64600/151056/1544"
"hsa05150"	"hsa05150"	"Staphylococcus aureus infection"	8	-0.705337232882761	-1.95975698438217	0.00221852468108708	0.00221852468108708	0.0453713318237357	535	"tags=75%, list=19%, signal=61%"	"718/3684/6404/3857/192666/3872"
"hsa04913"	"hsa04913"	"Ovarian steroidogenesis"	11	-0.622983632486282	-1.93729993678864	0.00404114621601763	0.00404114621601763	0.077136264614512	411	"tags=55%, list=15%, signal=47%"	"3480/1583/1543/3292/111/949"
"hsa04630"	"hsa04630"	"JAK-STAT signaling pathway"	23	-0.479559028929858	-1.92267291571211	0.00443655723158829	0.00443655723158829	0.0793910241442115	691	"tags=61%, list=24%, signal=46%"	"3976/598/595/9021/1956/1439/5155/1489/2056/4609/2689/3560/3952/3569"
"hsa05207"	"hsa05207"	"Chemical carcinogenesis - receptor activation"	38	-0.403248235290892	-1.86442932720753	0.00503035559410234	0.00503035559410234	0.0847217784269868	319	"tags=32%, list=11%, signal=28%"	"64764/4609/9314/7422/779/688/2353/1978/1543/111/90993/1544"
"hsa04974"	"hsa04974"	"Protein digestion and absorption"	21	-0.49394263913488	-1.9220074936307	0.00555058191584602	0.00555058191584602	0.0882899579596559	1387	"tags=95%, list=49%, signal=49%"	"8645/1289/1284/1299/1294/1282/10008/1293/11136/136227/1307/476/6510/6520/85301/340024/6543/1298/1308/1280"
