"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0062023"	"GO:0062023"	"collagen-containing extracellular matrix"	204	-0.548577107194167	-2.05730794882394	0.000142511044605957	0.0138586657874492	0.0132576743540354	2752	"tags=34%, list=15%, signal=29%"	"TIMP1/TGFB1/ANXA6/HNRNPM/SOD3/SERPINB8/FBLN5/COL9A3/LAMB3/NPNT/NCAM1/PXDN/ANGPTL2/TGFB3/MFAP5/RTBDN/VTN/ANGPTL4/ADAMTS4/FREM1/HDGF/COL6A3/SERPINB6/COL27A1/LOXL3/SERPING1/ENTPD2/COL16A1/COL7A1/CSPG4/CLU/ANGPT4/COL18A1/MFAP2/SERPINB9/MMP9/ECM1/SBSPON/ADAM19/ITIH5/CCDC80/LOXL4/RARRES2/NAV2/AGT/ZP1/P3H2/ANXA8/ECM2/SERPINE1/GDF15/LTBP2/COL17A1/S100A4/MXRA5/COLQ/VWF/COL8A2/MMRN2/WNT2B/COL9A2/TGM2/TGFBI/CTSS/COL2A1/S100A9/ZG16/VIT/IGFBPL1"
"GO:0005604"	"GO:0005604"	"basement membrane"	57	-0.636434626476099	-1.99797070423993	0.000164853280580284	0.0138586657874492	0.0132576743540354	3903	"tags=44%, list=21%, signal=35%"	"VWA2/FBLN1/ITGB4/THBS4/SERPINF1/LAMC2/HSPG2/LOXL2/TIMP1/LAMB3/NPNT/PXDN/VTN/FREM1/ENTPD2/COL7A1/COL18A1/CCDC80/P3H2/COL17A1/COLQ/COL8A2/MMRN2/TGFBI/COL2A1"
"GO:0030312"	"GO:0030312"	"external encapsulating structure"	258	-0.518658687954455	-1.99296838870195	0.000137343771459964	0.0138586657874492	0.0132576743540354	3903	"tags=43%, list=21%, signal=34%"	"VWA2/ADAMTSL2/FBLN1/PDGFB/CTSH/RTN4RL2/GPC4/ITGB4/MMP11/THBS4/SERPINF1/LTBP3/LGALS3/EMILIN2/TLR3/LAMC2/HSP90AA1/MMP15/CHADL/GFOD2/HSPG2/LOXL2/F3/GPLD1/FBN3/SERPINH1/MMP24/TIMP1/TGFB1/ANXA6/HNRNPM/SOD3/SERPINB8/FBLN5/COL9A3/LAMB3/NPNT/NCAM1/PXDN/ANGPTL2/MMP19/TGFB3/MFAP5/RTBDN/VTN/ANGPTL4/ADAMTS4/TRIL/FREM1/HDGF/COL6A3/SERPINB6/WNT7A/COL27A1/CXCR4/CRISPLD2/LOXL3/SERPING1/ENTPD2/COL16A1/COL7A1/CSPG4/COLEC12/CLU/ANGPT4/COL18A1/MFAP2/MUC5B/SERPINB9/MMP9/ECM1/SBSPON/ADAM19/ITIH5/ZAN/CCDC80/LOXL4/RARRES2/NAV2/AGT/SNED1/ZP1/HPSE2/P3H2/LRRC32/ANXA8/TIMP4/ECM2/ALPL/SERPINE1/GDF15/LTBP2/COL17A1/S100A4/MXRA5/COLQ/VWF/COL8A2/FGF1/MMRN2/WNT2B/COL9A2/TGM2/TGFBI/CTSS/COL2A1/S100A9/ZG16/VIT/IGFBPL1"
"GO:0031012"	"GO:0031012"	"extracellular matrix"	258	-0.518658687954455	-1.99296838870195	0.000137343771459964	0.0138586657874492	0.0132576743540354	3903	"tags=43%, list=21%, signal=34%"	"VWA2/ADAMTSL2/FBLN1/PDGFB/CTSH/RTN4RL2/GPC4/ITGB4/MMP11/THBS4/SERPINF1/LTBP3/LGALS3/EMILIN2/TLR3/LAMC2/HSP90AA1/MMP15/CHADL/GFOD2/HSPG2/LOXL2/F3/GPLD1/FBN3/SERPINH1/MMP24/TIMP1/TGFB1/ANXA6/HNRNPM/SOD3/SERPINB8/FBLN5/COL9A3/LAMB3/NPNT/NCAM1/PXDN/ANGPTL2/MMP19/TGFB3/MFAP5/RTBDN/VTN/ANGPTL4/ADAMTS4/TRIL/FREM1/HDGF/COL6A3/SERPINB6/WNT7A/COL27A1/CXCR4/CRISPLD2/LOXL3/SERPING1/ENTPD2/COL16A1/COL7A1/CSPG4/COLEC12/CLU/ANGPT4/COL18A1/MFAP2/MUC5B/SERPINB9/MMP9/ECM1/SBSPON/ADAM19/ITIH5/ZAN/CCDC80/LOXL4/RARRES2/NAV2/AGT/SNED1/ZP1/HPSE2/P3H2/LRRC32/ANXA8/TIMP4/ECM2/ALPL/SERPINE1/GDF15/LTBP2/COL17A1/S100A4/MXRA5/COLQ/VWF/COL8A2/FGF1/MMRN2/WNT2B/COL9A2/TGM2/TGFBI/CTSS/COL2A1/S100A9/ZG16/VIT/IGFBPL1"
"GO:0030017"	"GO:0030017"	"sarcomere"	156	-0.508248985802788	-1.84689678951312	0.000147383935151069	0.0138586657874492	0.0132576743540354	3037	"tags=33%, list=16%, signal=28%"	"CTNNB1/PLEC/SMN2/CORO1C/FBXO32/CMYA5/NEBL/BIN1/MYLK2/PAK1/ANK3/JPH1/FHOD3/CACNA1C/CACNA1S/ACTN1/OBSL1/MYBPC3/TCAP/CSRP2/TTN/SORBS2/OBSCN/TNNC2/CAPN3/MYL3/LRRC39/MYL7/TNNT2/TNNT3/MYH3/UNC45B/JPH2/RYR1/TIMP4/FBP2/TNNI2/TMOD1/NEB/MYOZ1/DES/CRYAB/RYR3/SYNPO2L/ACTL8/MYL4/LMOD2/SYNE1/CACNA1D/ANKRD2/ANK1/SCN5A"
"GO:0009986"	"GO:0009986"	"cell surface"	433	-0.45270774708657	-1.81236876928089	0.000126790921770001	0.0138586657874492	0.0132576743540354	4158	"tags=39%, list=22%, signal=31%"	"UPK1A/PCSK6/TNFRSF10C/TNFRSF10B/KRT10/S100A10/ANXA4/SLC39A6/SLC11A2/NOTCH1/HILPDA/LRRC8A/IL27/C1QBP/IL4R/AMOT/CCR7/PDGFB/ULBP2/CD47/ROR2/RTN4RL2/GPC4/CD207/ITGB4/PVR/CAPN2/NLGN3/CNTNAP2/FZD5/NOTCH2/CD63/LRP4/LGALS3/CSF1R/CRLF1/INSR/PDGFC/HSP90AA1/MAP3K5/PAM/MIF/ITGA2B/LRP8/CHADL/F3/TSPAN14/ITGAL/EGFR/ABCA1/ABCG2/BTN2A2/NRCAM/RGMA/CSF3R/LMO7/TGFB1/P2RX7/OSMR/LDLR/ASGR1/TRPV4/TGFBR2/STRCP1/ANK3/SIRPA/STRC/NCAM1/JAM2/CXCR2/MBP/ECE1/DUOX1/PROCR/CD55/PXDN/PPFIA4/EMP2/CEACAM19/TGFB3/CLSTN3/RTBDN/IL6ST/ENPEP/CD276/ITGA6/LEPR/CD4/SDC1/PDGFRB/PICALM/HEG1/WNT7A/SORL1/CXCR4/EPO/C3/AJAP1/PROM2/SCNN1G/MELTF/ABCC2/STAB2/LRFN1/PLAU/CACNG4/TFR2/AOC3/IGKC/NOTCH3/NGFR/TFRC/ADGRA2/CSPG4/ALPP/THBD/CLU/IL27RA/SCARB1/HYAL4/GPRC5B/IL2RB/CSF2RB/CD79B/TNS1/RAMP2/TRPV2/CEACAM1/CD19/SULF2/SLC1A3/LRRC32/HAVCR2/ITGB6/ADGRG2/EBI3/ANPEP/ACKR3/PLXNB3/HAVCR1/PLAT/IL21R/ENOX1/PTGFRN/LRFN4/NRROS/CLEC7A/TREML2/CDH5/ITGAM/SLC6A2/SLC22A11/IL6R/CRYAB/LIFR/UMODL1/AXL/PCSK9/IL9R/CD53/LY6D/IL1R1/LIPG/CD22/ANTXR1/EPHA2/SCN5A/MME/MRGPRX1/LY9"
"GO:0043235"	"GO:0043235"	"receptor complex"	212	-0.472188566774706	-1.77743381181498	0.000142005112184039	0.0138586657874492	0.0132576743540354	3363	"tags=35%, list=18%, signal=29%"	"CSF1R/GRIN3B/CRLF1/INSR/AHRR/ACVR2B/TMIGD2/ITGA2B/LRP8/GRIN2D/GABRB3/ITGAL/EGFR/TRAF3/ZAP70/CSF3R/CHRNE/DDR2/NPR1/OSMR/LDLR/TGFBR2/IGF1R/IL6ST/ITGA6/LEPR/FGFR1/TRIL/CD4/TRAF5/TNFRSF1B/PDGFRB/CACNG4/PLXDC1/DLG4/TFR2/GRIN2C/CACNG8/SMAD3/GABBR2/NOTCH3/TFRC/IL27RA/GPRC5B/IL2RB/APBB1IP/LOXL4/CSF2RB/CD79B/GPR156/RAMP2/TAS1R3/GPR37L1/GPBAR1/PTPRB/ITGB6/EBI3/PLXNB3/GPRC5C/IL18R1/P2RX2/ITGAM/IL6R/LIFR/GPRC5A/AXL/GRIK4/ERBB4/OLR1/EPHA2/SHISA9/IL6/FLT1/ITLN1"
"GO:0030016"	"GO:0030016"	"myofibril"	169	-0.482979261286323	-1.77315563381411	0.000145623998835008	0.0138586657874492	0.0132576743540354	3037	"tags=31%, list=16%, signal=27%"	"CTNNB1/PLEC/SMN2/SVIL/CORO1C/FBXO32/CMYA5/NEBL/BIN1/MYLK2/PAK1/ANK3/JPH1/FHOD3/CACNA1C/CACNA1S/ACTN1/OBSL1/MYBPC3/TCAP/CSRP2/TTN/SORBS2/OBSCN/TNNC2/CAPN3/MYL3/LRRC39/MYL7/TNNT2/TNNT3/MYH3/UNC45B/JPH2/RYR1/TIMP4/FBP2/TNNI2/TMOD1/NEB/MYOZ1/DES/CRYAB/RYR3/SYNPO2L/ACTL8/MYL4/LMOD2/SYNE1/CACNA1D/ANKRD2/ANK1/SCN5A"
"GO:0034703"	"GO:0034703"	"cation channel complex"	89	-0.521157103462775	-1.76047702144652	0.000157629255989912	0.0138586657874492	0.0132576743540354	2737	"tags=33%, list=14%, signal=28%"	"CCDC51/KCNN1/CACNB1/CACNA1C/CACNA1S/TMEM249/KCNK1/KCNN4/SCNN1G/CACNG4/CACNG8/CACNG6/CATSPER1/KCNAB2/RYR1/PDE4D/KCNJ5/KCNQ2/CACNA1I/KCNJ4/KCND3/GRIK4/KCNS1/RYR3/CATSPERD/CACNA1E/CACNA1D/SCN5A/CACNA2D3"
"GO:0016324"	"GO:0016324"	"apical plasma membrane"	226	-0.463362088294404	-1.75624805504603	0.000140291806958474	0.0138586657874492	0.0132576743540354	3067	"tags=27%, list=16%, signal=23%"	"MYO7A/SLC36A1/PARD3/ABCG2/ATP6V1B2/SLC34A2/LMO7/DDR2/OSMR/PARD6G/TRPV4/CA12/ABCC5/DUOX1/EMP2/CRB2/SHROOM2/ENPEP/SLC7A9/KCNK1/PDGFRB/SORBS2/AJAP1/PROM2/SCNN1G/ABCC2/SLC38A3/RAB17/P2RY6/SLC6A20/ITPK1/CSPG4/SLC47A2/AQP2/CEACAM1/AQP1/DPEP1/SLC12A3/ADGRG2/PDE4D/SLC6A19/ATP6V0A4/PDZK1/ANO1/P2RX2/SLC22A1/PLB1/SLC22A11/IL6R/SHROOM4/PODXL/SLC4A5/SLC15A2/SLC4A8/NPC1L1/GJB6/STC1/SLCO2B1/ATP2B2/CYP4F2/VANGL2"
"GO:0043292"	"GO:0043292"	"contractile fiber"	174	-0.473966081088188	-1.74394859208621	0.000145687645687646	0.0138586657874492	0.0132576743540354	3037	"tags=31%, list=16%, signal=26%"	"CTNNB1/PLEC/SMN2/SVIL/CORO1C/FBXO32/CMYA5/NEBL/BIN1/MYLK2/PAK1/ANK3/NPNT/JPH1/FHOD3/CACNA1C/CACNA1S/ACTN1/OBSL1/MYBPC3/TCAP/CSRP2/TTN/SORBS2/OBSCN/TNNC2/CAPN3/MYL3/LRRC39/MYL7/TNNT2/TNNT3/MYH3/UNC45B/JPH2/RYR1/TIMP4/FBP2/TNNI2/TMOD1/NEB/MYOZ1/DES/CRYAB/RYR3/SYNPO2L/ACTL8/MYL4/LMOD2/SYNE1/CACNA1D/ANKRD2/ANK1/SCN5A"
