"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0032432"	"GO:0032432"	"actin filament bundle"	57	-0.553282182410371	-1.98245147116294	0.000272553829381303	0.0340481565086531	0.0320779375074254	3604	"tags=46%, list=18%, signal=38%"	"PTK2/PLS3/TPM1/DCTN4/SH2B2/FHL3/FERMT2/BAG3/LPP/PXN/TPM4/DAAM1/NEBL/FLNB/MYL9/LIMA1/FLNA/PLS1/PDLIM2/PALLD/CRYAB/SORBS1/ACTN1/SHROOM4/ACTL8/ACTA1"
"GO:0072562"	"GO:0072562"	"blood microparticle"	56	-0.522405359614895	-1.86388088786704	0.000545107658762606	0.0340481565086531	0.0320779375074254	3394	"tags=39%, list=17%, signal=33%"	"CFB/ANXA5/HSPA2/OAZ3/ACTG1/MIR503/POTEE/SERPINF2/C3/CLU/HP/ANGPTL4/VTN/POTEF/TFRC/SLC2A1/IGKC/APOA2/ACTG2/F2/ACTA1/HSPA6"
"GO:0017053"	"GO:0017053"	"transcription repressor complex"	66	-0.501524047190565	-1.84786470792185	0.000281135788585887	0.0340481565086531	0.0320779375074254	5391	"tags=44%, list=26%, signal=32%"	"ZNF350/RELB/SIN3A/RLIM/LIN9/HDAC4/LIN37/BIN1/CBX5/RBPJ/SP3/RCOR1/HEY2/SP1/NCOR2/PASD1/HDGF/MDM4/TFAP4/CORO2A/FOXO3/SPEN/PRDM10/MXD1/MYC/GLI3/CCND1/CDX2/ZBTB16"
"GO:0062023"	"GO:0062023"	"collagen-containing extracellular matrix"	217	-0.41627342618507	-1.83612866624107	0.000392310710082385	0.0340481565086531	0.0320779375074254	2874	"tags=30%, list=14%, signal=26%"	"PKM/ITIH5/MMP2/F3/ANXA6/ENTPD2/PXDN/FGFR2/TIMP3/COL7A1/GPC4/PDGFB/LAMB3/ITGB4/HMCN2/FGL1/P3H2/NCAM1/SERPINF2/MFAP2/BGN/MXRA5/SERPINB9/MMRN2/FREM1/CCDC80/CLU/ECM1/LRRC15/COL16A1/COL6A3/ANXA8/ADAMTS4/COL9A2/MFAP5/ANGPTL4/VTN/SERPINB6/GH1/SBSPON/ACAN/ZG16/S100A4/HAPLN1/ADAM19/COL27A1/VWF/TNXB/TGFB3/COLQ/COL17A1/SERPINE1/GDF15/S100A9/NAV2/ECM2/COL2A1/TGM2/ANGPT4/SPON1/VIT/F2/TGFBI/CTSS/INHBE/IGFBPL1"
"GO:0030017"	"GO:0030017"	"sarcomere"	160	-0.416843404707195	-1.77290204072587	0.000352485019386676	0.0340481565086531	0.0320779375074254	3009	"tags=36%, list=15%, signal=31%"	"TPM1/MYZAP/PPP3CA/DCTN4/DMD/FHL3/ALDOA/CMYA5/HRC/FERMT2/ENO1/MMP2/PPP1R12B/OBSL1/ARF1/BAG3/FHOD3/LMOD2/TPM4/NEBL/FLNB/MYL9/MYOZ1/MYH3/ANK3/NEXN/TIMP4/FLNA/PDLIM2/PALLD/CORO1C/PAK1/FRG1/MYL4/RYR1/OBSCN/FHL2/CRYAB/CACNA1C/DES/FLNC/CACNA1S/CACNA1D/SLC2A1/ACTN1/SYNE1/RYR3/SYNPO2L/ANK1/MYL3/JPH2/TMOD1/SCN5A/ACTL8/MYL7/ANKRD2/ACTA1/ANKRD1"
"GO:0031674"	"GO:0031674"	"I band"	104	-0.443644400620277	-1.76862319965966	0.000306278713629403	0.0340481565086531	0.0320779375074254	3403	"tags=38%, list=17%, signal=32%"	"MYZAP/PPP3CA/DMD/FHL3/ALDOA/HRC/FERMT2/PPP1R12B/OBSL1/BAG3/FHOD3/NEBL/FLNB/MYL9/MYOZ1/ANK3/NEXN/FLNA/PDLIM2/PALLD/PAK1/FRG1/RYR1/OBSCN/FHL2/CRYAB/CACNA1C/DES/FLNC/CACNA1S/CACNA1D/SLC2A1/ACTN1/RYR3/SYNPO2L/MYL3/JPH2/SCN5A/ANKRD2/ANKRD1"
"GO:0071013"	"GO:0071013"	"catalytic step 2 spliceosome"	84	-0.452389691736076	-1.74567215795653	0.000297000297000297	0.0340481565086531	0.0320779375074254	6808	"tags=54%, list=33%, signal=36%"	"ALYREF/BUD31/HNRNPA2B1/HNRNPC/SF3A3/PRPF4B/PRPF6/PABPC1/HNRNPA3/DHX38/SLU7/RBM22/SNRPB/CWC22/EIF4A3/EFTUD2/GPATCH1/HNRNPF/CWC27/HNRNPR/HNRNPA1/ZCCHC8/RBMX/SNW1/SF3B2/HNRNPK/PPIL2/LSM7/SRRM2/SNRPA1/SNRNP200/PRPF19/SYNCRIP/SF3A2/SRRM1/XAB2/SF3B1/TFIP11/SF3A1/SF3B3/DHX35/SART1/DDX41/U2AF1/FRG1"
"GO:0030016"	"GO:0030016"	"myofibril"	173	-0.405152353481556	-1.7396894078461	0.000364697301239971	0.0340481565086531	0.0320779375074254	3009	"tags=32%, list=15%, signal=28%"	"FHL3/ALDOA/CMYA5/HRC/FERMT2/ENO1/MMP2/PPP1R12B/OBSL1/ARF1/BAG3/FHOD3/ACTG1/CALD1/SVIL/LMOD2/TPM4/NEBL/FLNB/MYL9/MYOZ1/MYH3/ANK3/NEXN/TIMP4/FLNA/PDLIM2/PALLD/CORO1C/PAK1/FRG1/MYL4/RYR1/OBSCN/FHL2/CRYAB/CACNA1C/DES/FLNC/CACNA1S/CACNA1D/SLC2A1/ACTN1/SYNE1/RYR3/SYNPO2L/ANK1/MYL3/JPH2/TMOD1/SCN5A/ACTL8/MYL7/ANKRD2/ACTA1/ANKRD1"
"GO:0042383"	"GO:0042383"	"sarcolemma"	97	-0.436660198523214	-1.72606280460628	0.000299670362601139	0.0340481565086531	0.0320779375074254	2034	"tags=29%, list=10%, signal=26%"	"IGF1R/ANK3/BGN/CAV1/CORO1C/SLC8A2/AQP1/SLC8A3/CACNG4/COL6A3/RYR1/OBSCN/CASQ1/CACNA1C/SNTB1/DES/FLNC/STBD1/CACNA1S/CACNA1D/SLC2A1/SSPN/TGFB3/RYR3/KCND3/SCN5A/ATP1A2/SLC2A5"
"GO:0005681"	"GO:0005681"	"spliceosomal complex"	180	-0.391511135693943	-1.69203468644229	0.000367647058823529	0.0340481565086531	0.0320779375074254	7473	"tags=54%, list=37%, signal=35%"	"HNRNPM/USP39/PRPF4/HNRNPU/PPIH/SREK1/SF1/SNRNP70/PPP1R8/RBM3/PRPF8/TRA2B/DNAJC17/ADAR/ALYREF/BUD31/PHF5A/SNIP1/TRA2A/HNRNPA2B1/DHX32/CIRBP/DHX15/HNRNPC/SF3A3/PRPF4B/PRPF6/PABPC1/HNRNPA3/HTATSF1/DHX38/SLU7/RBM22/SNRPB/CWC22/EIF4A3/PRPF3/HSPA8/EFTUD2/GPATCH1/SF3B4/YBX1/HNRNPF/CWC27/HNRNPR/BUD13/HNRNPA1/ZCCHC8/RBMX/SNW1/SF3B2/LSM6/DDX39B/RBM28/HNRNPK/PPIL2/LSM7/U2AF2/SRRM2/SNRPA1/DDX46/WBP4/SNRNP200/DHX16/PRPF19/TXNL4B/CTNNBL1/NCL/WAC/SYNCRIP/SF3A2/CCDC12/IVNS1ABP/SRRM1/RBM17/XAB2/CWC25/GPKOW/SF3B1/TFIP11/PRPF38B/ZRSR2/SF3A1/SF3B3/DHX35/LUC7L2/CASC3/PRKRIP1/SART1/DDX41/SNRPA/AKAP17A/U2AF1/U2AF1L4/RNF113A/FRG1/DQX1/PRPF31"
