"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GOCC_CELL_LEADING_EDGE"	"GOCC_CELL_LEADING_EDGE"	"GOCC_CELL_LEADING_EDGE"	"227/5712"	"416/14332"	5.49320409478495e-10	3.56508945751543e-07	2.92007165038568e-07	"SPRY4/ADGRE2/ACTN1/MACF1/SWAP70/FGD3/EPS8L1/ACTA1/TACR3/EGFR/EPHA2/TUBB3/NEDD9/ITGA5/TLN2/PKD2/CORO1C/PAK1/FSCN1/APBB1IP/LIMA1/ITGB4/PALLD/PTPRM/S100A11/FGD6/INSR/MYADM/MYO1D/PXN/ARF1/AAK1/FGD4/BCAS3/ARHGAP45/RAC3/MYO10/DLC1/ATF4/WASF2/AJUBA/CORO1A/FERMT1/TESK1/ANTXR1/KSR1/GIT1/ITSN1/SSX2IP/ATP6V1B2/KANK1/TPM1/FAM89B/CTNND1/INPPL1/EZR/GDPD2/KCNC3/CTNNA1/IGF2BP1/ITGAV/SNX9/PIP5K1C/TSC1/NME1/ARFIP2/PSD4/EVL/C2CD5/NHS/COBL/SRC/PLCE1/ATP6AP2/DNM2/LMO4/WWC1/KCNC4/GBF1/DBN1/CIB1/PSD/PLEKHG5/CADM4/FERMT2/ARHGEF7/ARHGAP44/STX2/RAB3IP/CDC42BPA/IQGAP1/HDAC6/DDX58/MTM1/APPL1/GSN/MYH9/CAPRIN1/ACTG2/DAGLA/FLOT2/SNX2/SPTBN1/CCDC88A/ACTB/PIP5K1A/PTPRJ/KLHL2/CDC42BPG/TLN1/ATP7A/VASP/DGKZ/ATP2B2/SYNE2/AKAP5/ARAP3/CDK5/ABI1/TIAM2/PDLIM7/MYO6/KPTN/PRKCZ/ARF4/ITGB1BP1/ADGRV1/SLC39A6/EPB41L3/EPS8L2/SLC9A1/PARVA/WASL/KNSTRN/VIM/PARD6A/CAPZB/HIP1R/RAB22A/CLCN3/ABI2/PSTPIP1/CARMIL2/SNX5/SSH1/AKT1/MYH10/NDEL1/PIEZO1/SH3BP1/ARF6/ARHGEF2/PDXP/ENAH/EPB41L5/ALS2/ARPC5/NF2/AVIL/MTMR9/TRPV4/INPP5E/APPL2/BSPRY/DDN/SNX1/LCP1/SLC9A3R1/ARPC2/CTTNBP2NL/BCAR1/RAC2/FAT1/PPP1R9B/PLEKHA1/SH3YL1/PABPC1/SH3RF1/EPS8/GPER1/ITGB3/PLEK2/SPATA13/FRMD4B/CDC42BPB/ADORA2A/CNTNAP2/FSCN3/DPP9/RASGRP2/PHLDB2/CYFIP1/SRA1/AIF1L/CLIP1/SHISA9/PLA2G4F/MKLN1/GABRA3/GABRG2/DOCK8/WASF3/PRKCI/ARHGAP31/HAX1/MTMR6/CDC42/SRGAP2/INPP5K/ACTR2/CXCR4/RAB13/ARPC3/RAC1/PACSIN2/TWF1/ABL1/DAG1/WIPF1/P4HB/LDB1/PLCG1/APP/EXOC8/PKN2/MPP2/NME2"	227
"GOCC_CELL_SUBSTRATE_JUNCTION"	"GOCC_CELL_SUBSTRATE_JUNCTION"	"GOCC_CELL_SUBSTRATE_JUNCTION"	"230/5712"	"431/14332"	5.99766037134361e-09	1.39461892810015e-06	1.14229593494538e-06	"SPRY4/COL17A1/TGM2/ACTN1/ITGA6/EGFR/FHL2/CDC42EP1/BCAR3/ITGA2/EPHA2/NEDD9/ITGA5/LIMD1/TLN2/CORO1C/PAK1/CAV1/CAPN5/FLNA/APBB1IP/TRIP6/RHOU/LIMA1/ITGB4/PALLD/FLNB/AFAP1/TPM4/FZD1/PXN/ARF1/MAPRE2/MRC2/ADAM9/SRP68/SLA/STARD8/PPFIBP1/DLC1/LIMS1/ANXA6/JAK1/AJUBA/ITGB5/ANXA5/FERMT1/ACTG1/LPP/SNTB1/DCTN4/GIT1/PTK2/GRB7/HSP90B1/TES/EZR/FLNC/MME/ACTN2/MAP2K1/FLRT1/CTNNA1/ITGAV/MAPK3/SVIL/PIP5K1C/ITGA3/EVL/NHS/TNS3/ACTN4/SRC/CD99L2/ARPC1B/DNM2/CNN3/BSG/SORBS1/PTPN12/DAB2/LRP1/SH3KBP1/FERMT2/ARHGEF7/LMLN/CD9/MAP4K4/HNRNPK/CD59/IQGAP1/CPNE3/PPP1CB/GSN/DOCK7/CAPN1/MYH9/PRKAR2A/ITGB6/YWHAG/HSPA5/GNA12/FLOT2/TNS1/FERMT3/DMD/HSPG2/ACTB/SDC4/PIP5K1A/NUMB/FHL3/RPL3/SLC4A2/TLN1/IRF2/VASP/ITGA1/SYNE2/HSPA9/PDLIM7/LPXN/ARPC5L/ADGRE5/GNA13/ITGB1BP1/SORBS3/HMGA1/PROCR/SDCBP/SLC9A1/PARVA/RPL30/ZYX/PVR/USP33/VIM/ZNF185/ICAM1/AHNAK/MCAM/EFNB2/ADAM10/RRAS2/EFS/NECTIN2/ARL14EP/VCL/PLAU/ARF6/ARHGEF2/CLTC/CD46/ENAH/LAMTOR3/HSPB1/EPB41L5/CSRP2/RPS13/ARPC5/AVIL/KLF11/CD81/TRPV4/ARMC5/INPP5E/SHROOM4/EPPK1/PI4KA/LMO7/LCP1/CAV2/ARPC2/GIT2/BCAR1/RAC2/YWHAB/FAT1/TNS2/PTPRA/PABPC1/PAK4/THSD1/JAK2/ITGB3/RAB10/PFN1/HACD3/RPL7A/MARCKS/HSPA8/ARL2/PCBP2/AKAP12/CASK/PHLDB2/CYFIP1/AIF1L/RRAS/CLASP1/ARHGAP31/CDC42/RPS3A/CNN2/HYOU1/LASP1/CALR/ACTR2/CAPN2/MMP14/RHOG/PPP1CC/ARPC3/RAC1/PACSIN2/TWF1/IL16/MDC1/DAG1/P4HB/GNB2/PPP1R12A/FHL1/CBL/CD99/MAPRE1/RPL31/ARHGAP22/RALA/NME2"	230
"GOCC_NUCLEAR_ENVELOPE"	"GOCC_NUCLEAR_ENVELOPE"	"GOCC_NUCLEAR_ENVELOPE"	"252/5712"	"479/14332"	6.44662062295908e-09	1.39461892810015e-06	1.14229593494538e-06	"SMAD3/OSBPL6/GCH1/MYOF/CDH5/EGFR/ACKR2/CCND1/PSEN2/TOR3A/TM7SF2/TMX4/PAK1/ITGB4/ROGDI/INSR/ERN1/OSBPL3/BCL2L1/SORL1/TOR1AIP2/TMEM38B/FANCL/ITPRIP/RANGAP1/AGFG1/RRP12/SLC16A3/ENO1/LBR/RANBP3/SEC13/KPNA3/IPO7/SPIN1/TMEM97/SLC30A1/ITSN1/CASC3/PLPP6/SPAG4/DHX37/GATA6/DNAJC2/SLC22A18/NUP160/NUP153/DPY19L1/AGPAT3/INPP4A/AGPAT5/TAF3/SUMO1/MAPK3/GOLT1A/GNAQ/SYNE1/STAU2/KPNB1/BNIP1/INTS1/NPC1/TMEM170A/CTDNEP1/PHF20/TMEM120A/TNPO3/MGST2/LRRC59/SREBF1/BNIP3L/CETN2/NUP58/HOXA7/PARP1/UNC50/DNAJC1/RNF43/PGRMC2/DMPK/C9orf72/MTA1/TNKS2/BNIP3/HTATIP2/RAP1GAP2/POM121C/XPOT/AAAS/FBXW11/ENY2/AEN/GTPBP4/CBX5/AK9/CPNE1/NUP205/NUP62CL/TOR1A/TMEM33/POM121/DPY19L3/TREX1/TOR2A/SMOX/NUP188/QSOX2/DNAJB14/DHCR7/TBC1D20/TNKS/NUP37/GAPDH/SLC52A3/QRICH2/DDX19B/CHMP4B/HPN/RBM15/IL15RA/SYNE2/LRPPRC/INTS5/TPR/RANBP1/PTGES/XPO7/EMD/MYO6/SUN1/SH3BGRL2/VAPA/TNRC18/CLCA2/PRKCZ/CEPT1/BCL2/NUP98/AQP1/DCTN5/CHMP7/CDK4/DPY19L4/NR4A1/SDCBP/RANBP17/UTP18/STX1A/TMEM109/ANXA4/CETN3/CENPF/LEMD2/P2RX4/FAF1/NXT2/SENP2/CHMP2B/SUN2/YBX1/NXF1/NSMF/NDEL1/SYNE4/MVP/P2RX6/ANKRD17/MAD1L1/LPIN1/NUP155/BOK/UBE2I/CHMP1B/CHMP1A/NXT1/RTCB/ZNF224/RETSAT/LMO7/PLCB1/NUP93/RNF123/RAC2/MX1/TOR1AIP1/FAM169A/SEPHS1/ITPR1/RIF1/ZC3HC1/PCM1/RAB40B/GPER1/LYPLA1/SPAST/CHMP5/RCC1/EPC1/HACD3/MLX/LEMD3/EIF5A/NOS1AP/PRNP/CBX3/SORT1/CACYBP/EIF5A2/BRAP/HAX1/MTMR6/SMPD4/CALR/OSBPL8/MATR3/NLRP6/AKAP6/LTC4S/MRGPRF/NUP88/ANXA11/CHMP2A/CCAR1/PHF11/NUDT1/AHCTF1/IPO5/TEX2/TOR1B/PCID2/NDC1/CMTM3/EIF5AL1/BIN1/ABL1/LMNA/DNAJB12/NUP210/NUP214/CHMP3/TEPSIN/VRK2/CPTP/POM121L2/APP/NUP133/RAE1/KPNA1/UBXN4/FAM156A/PCYT1A/DISP3"	252
"GOCC_NUCLEAR_SPECK"	"GOCC_NUCLEAR_SPECK"	"GOCC_NUCLEAR_SPECK"	"217/5712"	"410/14332"	3.88634582764246e-08	6.30559610534989e-06	5.16474906041958e-06	"EAF1/NEK6/FYTTD1/EPAS1/DYRK1A/MAML2/GLI3/BASP1/THOC6/GADD45A/CDYL/HDAC5/MAML3/SLC2A4RG/ADAMTS4/ATXN2L/SFMBT2/USP36/ATF4/HIF1A/STK17A/RNF113A/MOCS2/TAF5L/RREB1/DZIP1/ZBTB16/KMT2E/ZNF217/SART1/LUC7L2/PIAS1/CASC3/ACIN1/DENND1B/PATL1/SETD1A/ASCC2/NR3C1/CHTOP/INPPL1/SPOP/CLK3/PASD1/NRIP1/TCF12/AAGAB/SUMO1/THOC2/PHF7/PRKACA/PCBP1/DGKQ/PRPF19/SF3A2/PSKH1/PRPF31/SF3B1/SRSF4/ATP6V0A1/TFIP11/ZNF395/WAC/RBM11/GCAT/DOCK1/POMP/BNIP3L/AKAP17A/CIR1/SF3A1/HABP4/PSPC1/U2AF2/TCERG1/AKAP8L/OIP5/SDE2/SRRM1/SCAPER/DDX46/SMC6/BRD1/C12orf57/SFPQ/THRAP3/POLDIP3/BAZ2A/ALKBH5/PIAS3/SRRM2/PIP5K1A/HBP1/SRSF9/SRSF5/U2AF1/SF3B2/SRPK2/EPOR/CDC34/DGKZ/ASCC3/DDX39B/RBM15/JADE1/U2AF1L4/ELL/TERT/LPXN/TRIP11/LUC7L3/CMYA5/VPS72/CKAP4/RNF34/MEF2C/GATAD2A/BARD1/PPP4R3A/APEX1/SNW1/SNRPA1/SGK1/SON/MSL1/DYRK3/BMP2K/KIF22/DUSP11/TOE1/MAPK14/HEXIM2/NXF1/DNAJC11/DDX39A/EFTUD2/PRPF3/CBX4/RFXAP/FBXL4/PIN1/CWC25/NAMPT/MBD4/POLR2D/CBY1/CNOT7/SYNPO2L/THOC7/GATAD2B/WBP4/EIF4A3/CPSF6/NXT1/PPP1R16B/PRPF6/RBM14/OSGEP/SPRTN/CSNK1A1/BRD2/PLCB1/HDAC4/SIRT7/LHPP/DAZAP2/MSX2/SLU7/SRSF3/KLF15/EAF2/BCLAF1/SART3/FAM193B/NFKBIZ/ELL3/TMEM179B/SF3A3/SAP130/TIMM50/TRIM22/DNAAF1/PPIG/API5/CWC22/NCAPG2/NR4A2/DUSP10/PRPF4B/HIF3A/PARN/CRY2/THOC3/PPP1CC/PHF5A/NSRP1/CWC15/GTF2H2/EP400/RAF1/PACSIN2/TOPORS/IL16/FIBP/SRSF2/ATPAF2/ALYREF/LMNA/COPS4/KAT6A/TEPSIN/HNRNPU/PRPF40B/ABHD17A/DHX15/AR/RSRC1"	217
"GOCC_CELL_CELL_JUNCTION"	"GOCC_CELL_CELL_JUNCTION"	"GOCC_CELL_CELL_JUNCTION"	"253/5712"	"497/14332"	2.54337424915937e-07	2.88904580358992e-05	2.36634195249843e-05	"COL17A1/NDRG1/ACTN1/NECTIN4/SLC2A1/PARD3/FRMD4A/OBSCN/CDH5/CDC42EP1/CCND1/EPHA2/ITGA5/LIMD1/VEGFA/LYN/PKD2/TRIM29/PAK1/AMOTL1/FSCN1/TJP2/FLNA/JAM3/YBX3/PTPRM/FZD5/S100A11/FRMPD2/SHROOM1/EPCAM/FMN1/MYADM/PDLIM2/PXN/CLDN19/GJB6/CLDN3/HEG1/PAK2/AMOTL2/OBSL1/LIMS1/CLIC4/FZD4/CLDN10/WASF2/CALB2/SYMPK/ANK3/AJUBA/MPP1/CORO1A/GAB1/ACTG1/CLDN12/CLDN4/SSX2IP/MYO1E/CXADR/CTNND1/MPP7/EZR/LAMA1/FLRT1/CTNNA1/CDH24/GJA5/PIP5K1C/DSP/MXRA8/CDH3/SIRT2/PRKCD/NHS/AHI1/PKP3/WNK4/CD99L2/CNN3/PPP3CA/DBN1/SORBS1/FBF1/PCDHGA12/PLEKHG5/CADM4/SH3KBP1/VSIG10/DNMBP/FERMT2/PATJ/CCDC85B/TMOD3/KRT18/CDC42BPA/IQGAP1/DDX58/PERP/ABCC2/KIFC3/GRB2/MYH9/TMEM65/SCN5A/FLOT2/LSR/TIAM1/ACTB/ATP1A2/ASH1L/RAPGEF2/TCHP/PTPRJ/PMP22/LAT/TLN1/VASP/HPN/WDR1/CGN/PANX3/TGFBR1/FLCN/PDLIM7/AJAP1/VAPA/MAGI1/GJC1/VANGL2/PRKCZ/BMPR2/BAIAP2L1/CDK4/FAT2/ILDR2/SDCBP/EPB41L3/SAV1/SLC9A1/SYNPO/ZYX/EFNA5/PVR/ANXA2/AHNAK/CEACAM1/CD53/PARD6A/EFNB2/ADAM10/ABI2/ARHGAP17/WNK3/CDC42EP4/PCDH1/PDZD11/AKT1/NECTIN2/PARD6B/VCL/TRAF4/CLDN23/SDCCAG8/SH3BP1/LIN7B/ARHGEF2/OCEL1/PPL/PDXP/EPB41L5/ADD3/AQP3/PIK3R1/NF2/PKP4/PRKD1/TRPV4/CCDC85C/SHROOM4/PIKFYVE/EPPK1/PLXDC1/STRN/MAGI2/F11R/CLDN9/SAPCD2/FRMD6/CRB2/GRHL2/FAT1/PTPRU/KLHL24/POLDIP2/PKP2/PPP1R9B/KRIT1/PAK4/DES/YWHAH/IGSF11/SV2A/ITGB3/FRMD4B/CDC42BPB/EIF4G2/ARVCF/CNTNAP2/CYTH2/AQP7/RAB10/DSG2/CLDN15/CASK/DLG3/SMAD7/CRB3/MAGI3/CNTNAP1/FRS2/PRKCI/CDC42/SHROOM2/CNN2/SPTBN4/TJP3/RAB13/AKAP6/DSC2/MICALL2/CNKSR1/PDLIM5/NPHP1/CLDN6/ECT2/WTIP/PACSIN2/VAV1/CDHR3/NCK1/PLPP3/TWF1/FGFR4/ZAP70/DAG1/CGNL1/APP/TNK2/PKN2/FGFRL1/ADAM15/MPP2"	253
"GOCC_SPINDLE_POLE"	"GOCC_SPINDLE_POLE"	"GOCC_SPINDLE_POLE"	"100/5712"	"169/14332"	2.6709206196517e-07	2.88904580358992e-05	2.36634195249843e-05	"NEK6/PLEKHG6/NEDD9/FAM83D/GOLGA2/RALBP1/WDR62/RAB11A/CEP85/SMC3/LATS2/FAM110A/DCTN4/GIT1/CNTRL/UNC119/TACC3/CALM2/CDC25B/MAPKBP1/HAUS8/CEP19/NIN/FBF1/TUBGCP3/LATS1/ALPK1/NUDCD2/NEK7/ARHGEF7/RGS14/AAAS/SMC6/VPS4A/BEX4/RMDN1/PLK1/KATNAL2/CSPP1/CALM3/FAM161A/CEP89/TNKS/CDC6/PRC1/DYNC1LI1/CKAP2/SPDL1/KLHL21/CCNB1/EMD/BOD1/CALM1/TUBGCP2/RASSF1/CENPF/SPAG5/KNSTRN/CUL3/MAPK14/CDC14A/CEP63/BOD1L1/EML1/MAD1L1/DLGAP5/TBCCD1/KLHL22/TUBGCP4/PKP4/CKAP5/AUNIP/ASPM/EFHC1/YPEL5/AURKB/STAG2/HAUS1/UBXN2B/KATNAL1/KIF11/PLK2/PPP2CB/SGO1/STAG1/DNAAF1/MTCL1/PLK3/WDR73/CDK5RAP2/GPSM2/TOPORS/TPX2/POC1A/HNRNPU/NEK2/ZW10/RAE1/SMC1A/TOPBP1"	100
"GOCC_PIGMENT_GRANULE"	"GOCC_PIGMENT_GRANULE"	"GOCC_PIGMENT_GRANULE"	"68/5712"	"109/14332"	1.56009329746548e-06	0.00013025059945001	0.000106684863713008	"SLC2A1/SLC3A2/TFRC/FASN/MYO7A/SGSM2/SLC1A5/SND1/ATP1A1/AHCY/ANXA6/CTSB/GGH/SYNGR1/RPN1/ATP6V1B2/HSP90B1/CANX/PMEL/HSP90AB1/MFSD12/HPS4/ATP6V0A1/BSG/PDIA6/MREG/TRPV2/PDIA4/RAB17/HSPA5/TMEM33/MYRIP/SLC1A4/TMED10/ABCB6/ATP7A/SYPL1/GNA13/NAP1L1/SDCBP/CNP/ANXA2/CD63/GANAB/ANXA2P2/CLTC/RAB9A/RAB35/YWHAB/ANKRD27/ITGB3/RAB38/RAB29/ATP1B3/HSPA8/CTSD/HSP90AA1/DTNBP1/TPP1/RAB5B/ANXA11/MMP14/RAC1/CALU/TH/RAB7A/P4HB/SEC22B"	68
"GOCC_LAMELLIPODIUM"	"GOCC_LAMELLIPODIUM"	"GOCC_LAMELLIPODIUM"	"113/5712"	"201/14332"	1.73665331717286e-06	0.00013025059945001	0.000106684863713008	"SWAP70/FGD3/ACTA1/EPHA2/TUBB3/NEDD9/PKD2/CORO1C/PAK1/FSCN1/APBB1IP/PALLD/PTPRM/FGD6/PXN/FGD4/RAC3/MYO10/WASF2/AJUBA/CORO1A/TESK1/ANTXR1/GIT1/ITSN1/FAM89B/CTNND1/INPPL1/GDPD2/CTNNA1/IGF2BP1/ITGAV/TSC1/EVL/NHS/PLCE1/DNM2/DBN1/CIB1/PLEKHG5/FERMT2/ARHGEF7/STX2/RAB3IP/CDC42BPA/GSN/CAPRIN1/ACTG2/FLOT2/SNX2/CCDC88A/ACTB/PIP5K1A/KLHL2/VASP/DGKZ/SYNE2/ARAP3/CDK5/ABI1/TIAM2/KPTN/ITGB1BP1/SLC39A6/SLC9A1/PARVA/WASL/CAPZB/ABI2/PSTPIP1/CARMIL2/SSH1/AKT1/MYH10/PIEZO1/SH3BP1/PDXP/ENAH/ALS2/ARPC5/NF2/AVIL/TRPV4/SNX1/ARPC2/CTTNBP2NL/BCAR1/RAC2/FAT1/PPP1R9B/PABPC1/SH3RF1/ITGB3/PLEK2/SPATA13/CDC42BPB/FSCN3/CYFIP1/DOCK8/WASF3/ARHGAP31/HAX1/SRGAP2/ACTR2/RAB13/ARPC3/RAC1/DAG1/P4HB/PLCG1/APP/PKN2/NME2"	113
"GOCC_CELL_CORTEX"	"GOCC_CELL_CORTEX"	"GOCC_CELL_CORTEX"	"164/5712"	"310/14332"	1.80624868266578e-06	0.00013025059945001	0.000106684863713008	"TMOD1/ACTN1/SLC2A1/PARD3/COTL1/TRAK1/PSEN2/NEDD9/TNFAIP2/TRIP10/PKD2/CORO1C/CAV1/FSCN1/FLNA/MICAL3/MYO7A/FLNB/SPIRE2/SHROOM1/SPIRE1/MYADM/TPM4/MYO1D/PXN/NDFIP1/CALD1/RAC3/FGF1/ITPR2/MYO10/PLS1/FGFR2/RAI14/FRMPD1/DLC1/ENO1/STOX1/MPP1/CORO1A/MYL9/LANCL2/DCTN4/MYO1E/RIMS3/FRYL/PTK2/CTNND1/LLGL2/MPP7/EZR/ACTN2/BIN2/KCNC3/SPTAN1/ARHGAP32/SNX9/LAMC2/TSC1/PPFIA3/ARFIP2/C2CD5/COBL/ACTN4/ASPH/KRT19/NCL/DBN1/ACTR1A/RYR1/FERMT2/ARHGEF7/PPP1R9A/EXOC6/RTKN/CTSZ/IQGAP1/ITCH/GSN/GPSM1/GIPC1/EPB41/MYH9/MYRIP/FLOT2/DMD/SPTBN1/ACTB/TCHP/EXOC4/CLTB/MYO9B/TLE6/WDR1/EMD/MYO6/PRKCZ/UNC13B/ANLN/WASL/BSN/POTEF/DYNC1H1/FMNL1/PARD6A/CAPZB/HIP1R/PARD6B/MYH10/NSMF/ARV1/EXOC6B/EXOC2/ARF6/ERC1/ADD3/NF2/PRKD1/TRPV4/SHROOM4/RHOC/BFSP1/CTBP2/SAPCD2/GRK4/AXIN1/RAC2/STIM1/CSNK1G2/PPP1R9B/EXOC5/ERC2/EPS8/FCHSD1/FNBP1/MED28/AQP7/PFN1/FNBP1L/MARCKS/AKAP12/PHLDB2/MKLN1/RHOBTB2/TRAF2/CLASP1/HAX1/SHROOM2/LASP1/ACTR2/SPTBN4/CAPN2/CNKSR1/RHOG/GNAI1/ECT2/RAC1/GPSM2/EXOC3/C2CD2L/MAPRE1/PCLO/CTTNBP2/EXOC8"	164
"GOCC_NUCLEAR_MEMBRANE"	"GOCC_NUCLEAR_MEMBRANE"	"GOCC_NUCLEAR_MEMBRANE"	"159/5712"	"300/14332"	2.24093589425261e-06	0.000145436739536994	0.000119123434378691	"SMAD3/OSBPL6/GCH1/MYOF/CDH5/EGFR/ACKR2/CCND1/PSEN2/TM7SF2/TMX4/PAK1/ITGB4/ERN1/OSBPL3/BCL2L1/TOR1AIP2/TMEM38B/ITPRIP/RANGAP1/RRP12/SLC16A3/ENO1/LBR/SPIN1/TMEM97/SLC30A1/CASC3/PLPP6/SPAG4/DHX37/GATA6/DNAJC2/NUP153/DPY19L1/INPP4A/TAF3/SUMO1/GNAQ/SYNE1/STAU2/KPNB1/INTS1/CTDNEP1/PHF20/TMEM120A/NUP58/HOXA7/UNC50/DNAJC1/DMPK/C9orf72/RAP1GAP2/POM121C/AAAS/AEN/GTPBP4/AK9/CPNE1/NUP205/TOR1A/POM121/DPY19L3/SMOX/QSOX2/DNAJB14/DHCR7/TBC1D20/TNKS/GAPDH/SLC52A3/QRICH2/HPN/RBM15/IL15RA/SYNE2/LRPPRC/INTS5/TPR/EMD/MYO6/SUN1/SH3BGRL2/VAPA/TNRC18/CLCA2/CEPT1/BCL2/NUP98/AQP1/DCTN5/CDK4/DPY19L4/NR4A1/SDCBP/UTP18/STX1A/TMEM109/ANXA4/LEMD2/P2RX4/SENP2/SUN2/YBX1/NSMF/SYNE4/P2RX6/ANKRD17/LPIN1/NUP155/BOK/ZNF224/RETSAT/PLCB1/NUP93/RNF123/MX1/TOR1AIP1/FAM169A/SEPHS1/ITPR1/RIF1/ZC3HC1/PCM1/LYPLA1/SPAST/RCC1/EPC1/HACD3/MLX/LEMD3/NOS1AP/PRNP/CBX3/SORT1/BRAP/HAX1/SMPD4/OSBPL8/MATR3/NLRP6/AKAP6/LTC4S/MRGPRF/PHF11/NUDT1/AHCTF1/TEX2/TOR1B/NDC1/CMTM3/ABL1/LMNA/DNAJB12/NUP210/TEPSIN/CPTP/NUP133/DISP3"	159
